group1,group2,bothTest,bothTrain
2465680,2995660,0,81
2465680,2997651,0,100
2465680,2999650,0,80
2465680,3001670,0,100
2465680,3005653,0,76
2465680,3009670,0,100
2465680,3011651,0,79
2465680,3013653,0,100
2465680,3015650,0,79
2465680,3021690,0,100
2465680,3023652,0,83
2465680,3025650,0,100
2465680,3031650,0,84
2465680,3033660,0,100
2465680,3043652,0,84
2465680,3047652,0,100
2465680,3049660,0,82
2465680,3051650,0,100
2465680,3053650,0,76
2465680,3061660,0,100
2465680,3063660,0,83
2465680,3065652,0,100
2465680,3069660,0,78
2465680,3073680,0,100
2465680,3075653,0,74
2465680,3081660,0,100
2465680,3085650,0,76
2465680,3087661,0,100
2465680,3089650,0,80
2465680,3091650,0,100
2465680,3095670,0,83
2465680,3099680,0,100
2465680,3101650,0,79
2465680,3103670,0,100
2465680,3105660,0,80
2465680,3109650,0,100
2465680,3111650,0,90
2465680,3113650,0,100
2465680,3117652,0,78
2465680,3119660,0,100
2465680,3123653,0,79
2465680,3125660,0,100
2465680,3127690,0,75
2465680,3129670,0,100
2465680,3131650,0,75
2465680,3133652,0,100
2465680,3135660,0,83
2465680,3137650,0,100
2465680,3139650,0,82
2465680,3141652,0,100
2465680,3143650,0,80
2465680,3145650,0,100
2465680,3149653,0,87
2465680,3153670,0,100
2465680,3155690,0,83
2465680,3159650,0,100
2465680,3161650,0,77
2465680,3163690,0,100
2465680,3169650,0,78
2465680,3173650,0,100
2465680,3181650,0,83
2465680,3185650,0,100
2465680,3187680,0,83
2465680,3189650,0,100
2465680,3191650,0,81
2465680,3197670,0,100
2465680,3203680,0,78
2465680,3209651,0,100
2465680,3211670,0,83
2465680,3215650,0,100
2465680,3217660,0,81
2465680,3219650,0,100
2465680,3221650,0,83
2465680,3223650,0,100
2465680,3225690,0,70
2465680,3229650,0,100
2465680,3231650,0,82
2465680,3239650,0,100
2465680,3241660,0,76
2465680,3243680,0,100
2465680,3245680,0,76
2465680,3247652,0,100
2465680,3249650,0,76
2465680,3251653,0,100
2465680,3257660,0,71
2465680,3263650,0,100
2465680,3267660,0,75
2465680,3271650,0,100
2465680,3273652,0,78
2465680,3277650,0,100
2465680,3279650,0,79
2465680,3281670,0,100
2465680,3283690,0,80
2465680,3289650,0,100
2465680,3291670,0,77
2465680,3293653,0,100
2465680,3297650,0,73
2465680,3301660,0,100
2465680,3311680,0,71
2465680,3313650,0,100
2465680,3315650,0,79
2465680,3317650,0,100
2465680,3319650,0,82
2465680,3321660,0,100
2465680,3323670,0,75
2465680,3327650,0,100
2465680,3335650,0,80
2465680,3337650,0,100
2465680,3339680,0,81
2465680,3341680,0,100
2465680,3343650,0,89
2465680,3345650,0,100
2465680,3347653,0,79
2465680,3357650,0,100
2465680,3361650,0,83
2465680,3363660,0,100
2465680,3365650,0,85
2465680,3367653,0,100
2465680,3371650,0,86
2465680,3373660,0,100
2465680,3375670,0,84
2465680,3377650,0,100
2465680,3381650,0,80
2465680,3385670,0,100
2465680,3387660,0,77
2465680,3389690,0,100
2465680,3391652,0,71
2465680,3399653,0,100
2465680,3401650,0,81
2465680,3403653,0,100
2465680,3405653,0,81
2465680,3407653,0,100
2465680,3409650,0,77
2465680,3411650,0,100
2465680,3415660,0,77
2465680,3417653,0,100
2465680,3419660,0,87
2465680,3421653,0,100
2465680,3427670,0,78
2465680,3429653,0,100
2465680,3431650,0,78
2465680,3433650,0,100
2465680,3435690,0,88
2465680,3437650,0,100
2465680,3439680,0,75
2465680,3441650,0,100
2465680,3443650,0,80
2465680,3445670,0,100
2465680,3447650,0,88
2465680,3453650,0,100
2465680,3455650,0,78
2465680,3477660,0,100
2465680,3481660,0,80
2465680,3483651,0,100
2465680,3485680,0,85
2465680,3487650,0,100
2465680,3489670,0,76
2465680,3491650,0,100
2465680,3495650,0,75
2465680,3497650,0,100
2465680,3499660,0,84
2465680,3501650,0,100
2465680,3503650,0,78
2465680,3509661,0,100
2465680,3511650,0,71
2465680,3515660,0,100
2465680,3517653,0,77
2465680,3519670,0,100
2465680,3523650,0,87
2465680,3525650,0,100
2465680,3527670,0,75
2465680,3529653,0,100
2465680,3531650,0,84
2465680,3535650,0,100
2465680,3537650,0,81
2465680,3551650,0,100
2465680,3561650,0,83
2471651,2473660,3,67
2471651,2475653,0,85
2471651,2487651,1,70
2471651,2491670,0,85
2471651,2493651,3,72
2471651,2495653,0,85
2471651,2499660,2,64
2471651,2503650,0,85
2471651,2505651,5,67
2471651,2507651,0,85
2471651,2511650,4,70
2471651,2513680,0,85
2471651,2517650,5,63
2471651,2519650,0,85
2471651,2523653,6,68
2471651,2525651,0,85
2471651,2527670,3,66
2471651,2529680,0,85
2471651,2531651,2,71
2471651,2535652,0,85
2471651,2537670,2,71
2471651,2539660,0,85
2471651,2541670,3,73
2471651,2543653,0,85
2471651,2545651,1,71
2471651,2547670,0,85
2471651,2551650,3,71
2471651,2555653,0,85
2471651,2559650,3,65
2471651,2565650,0,85
2471651,2567653,2,70
2471651,2571650,0,85
2471651,2575653,5,72
2471651,2579680,0,85
2471651,2581651,3,69
2471651,2583650,0,85
2471651,2587650,5,68
2471651,2589650,0,85
2471651,2597670,1,70
2471651,2599650,0,85
2471651,2603650,3,64
2471651,2611670,0,85
2471651,2613650,4,68
2471651,2617653,0,85
2471651,2619653,6,63
2471651,2625653,0,85
2471651,2629651,4,71
2471651,2633670,0,85
2471651,2637651,2,71
2471651,2639690,0,85
2471651,2641650,1,68
2471651,2643651,0,85
2471651,2647650,4,66
2471651,2657651,0,85
2471651,2665650,3,59
2471651,2667653,0,85
2471651,2669660,4,68
2471651,2671660,0,85
2471651,2675680,3,69
2471651,2677650,0,85
2471651,2679660,4,71
2471651,2681650,0,85
2471651,2695652,2,67
2471651,2703653,0,85
2471651,2705653,2,73
2471651,2709650,0,85
2471651,2713651,1,63
2471651,2717652,0,85
2471651,2719650,3,73
2471651,2725650,0,85
2471651,2727653,4,63
2471651,2731670,0,85
2471651,2733650,3,64
2471651,2739651,0,85
2471651,2743650,3,72
2471651,2751650,0,85
2471651,2757652,5,67
2471651,2767650,0,85
2471651,2769660,4,65
2471651,2771670,0,85
2471651,2773651,2,74
2471651,2775653,0,85
2471651,2777670,3,64
2471651,2779670,0,85
2471651,2785650,1,70
2471651,2787660,0,85
2471651,2795690,3,75
2471651,2799653,0,85
2471651,2801653,2,74
2471651,2803670,0,85
2471651,2805660,2,66
2471651,2807650,0,85
2471651,2811650,0,67
2471651,2815650,0,85
2471651,2817670,5,68
2471651,2823650,0,85
2471651,2827650,2,70
2471651,2829660,0,85
2471651,2831680,2,64
2471651,2835650,0,85
2471651,2837680,2,68
2471651,2841680,0,85
2471651,2843670,4,71
2471651,2849650,0,85
2471651,2853660,3,69
2471651,2855690,0,85
2471651,2857650,2,60
2471651,2859650,0,85
2471651,2861650,2,72
2471651,2863680,0,85
2471651,2871650,4,68
2471651,2873653,0,85
2471651,2879660,6,70
2471651,2883650,0,85
2471651,2887670,2,65
2471651,2889660,0,85
2471651,2893660,1,72
2471651,2895650,0,85
2471651,2901651,3,71
2471651,2903653,0,85
2471651,2905650,4,66
2471651,2907653,0,85
2471651,2909653,4,68
2471651,2911680,0,85
2471651,2913650,3,73
2471651,2915650,0,85
2471651,2917650,2,71
2471651,2921652,0,85
2471651,2923650,3,70
2471651,2929650,0,85
2471651,2931650,1,66
2471651,2933652,0,85
2471651,2935650,3,68
2471651,2937653,0,85
2471651,2939650,6,69
2471651,2943650,0,85
2471651,2945660,3,72
2471651,2955670,0,85
2471651,2957680,3,68
2471651,2959660,0,85
2471651,2961650,3,66
2471651,2963670,0,85
2471651,2965650,2,67
2471651,2967680,0,85
2471651,2969650,4,63
2471651,2971660,0,85
2471651,2981651,7,70
2471651,2987670,0,85
2471651,2991650,3,72
2471651,2993690,0,85
2471651,2995660,4,70
2471651,2997651,0,85
2471651,2999650,3,68
2471651,3001670,0,85
2471651,3005653,3,64
2471651,3009670,0,85
2471651,3011651,3,67
2471651,3013653,0,85
2471651,3015650,5,69
2471651,3021690,0,85
2471651,3023652,2,70
2471651,3025650,0,85
2471651,3031650,4,73
2471651,3033660,0,85
2471651,3043652,4,73
2471651,3047652,0,85
2471651,3049660,3,70
2471651,3051650,0,85
2471651,3053650,2,63
2471651,3061660,0,85
2471651,3063660,2,70
2471651,3065652,0,85
2471651,3069660,4,67
2471651,3073680,0,85
2471651,3075653,6,65
2471651,3081660,0,85
2471651,3085650,3,64
2471651,3087661,0,85
2471651,3089650,2,67
2471651,3091650,0,85
2471651,3095670,1,69
2471651,3099680,0,85
2471651,3101650,2,66
2471651,3103670,0,85
2471651,3105660,1,66
2471651,3109650,0,85
2471651,3111650,0,75
2471651,3113650,0,85
2471651,3117652,4,67
2471651,3119660,0,85
2471651,3123653,8,72
2471651,3125660,0,85
2471651,3127690,7,67
2471651,3129670,0,85
2471651,3131650,3,63
2471651,3133652,0,85
2471651,3135660,2,70
2471651,3137650,0,85
2471651,3139650,2,69
2471651,3141652,0,85
2471651,3143650,3,68
2471651,3145650,0,85
2471651,3149653,3,75
2471651,3153670,0,85
2471651,3155690,2,70
2471651,3159650,0,85
2471651,3161650,5,67
2471651,3163690,0,85
2471651,3169650,3,66
2471651,3173650,0,85
2471651,3181650,3,71
2471651,3185650,0,85
2471651,3187680,3,71
2471651,3189650,0,85
2471651,3191650,0,66
2471651,3197670,0,85
2471651,3203680,1,64
2471651,3209651,0,85
2471651,3211670,1,69
2471651,3215650,0,85
2471651,3217660,3,69
2471651,3219650,0,85
2471651,3221650,1,69
2471651,3223650,0,85
2471651,3225690,6,61
2471651,3229650,0,85
2471651,3231650,0,67
2471651,3239650,0,85
2471651,3241660,3,64
2471651,3243680,0,85
2471651,3245680,2,63
2471651,3247652,0,85
2471651,3249650,3,64
2471651,3251653,0,85
2471651,3257660,6,62
2471651,3263650,0,85
2471651,3267660,4,64
2471651,3271650,0,85
2471651,3273652,3,66
2471651,3277650,0,85
2471651,3279650,2,66
2471651,3281670,0,85
2471651,3283690,5,70
2471651,3289650,0,85
2471651,3291670,8,70
2471651,3293653,0,85
2471651,3297650,2,60
2471651,3301660,0,85
2471651,3311680,7,63
2471651,3313650,0,85
2471651,3315650,2,66
2471651,3317650,0,85
2471651,3319650,1,68
2471651,3321660,0,85
2471651,3323670,3,63
2471651,3327650,0,85
2471651,3335650,3,68
2471651,3337650,0,85
2471651,3339680,4,70
2471651,3341680,0,85
2471651,3343650,0,74
2471651,3345650,0,85
2471651,3347653,3,67
2471651,3357650,0,85
2471651,3361650,3,71
2471651,3363660,0,85
2471651,3365650,2,72
2471651,3367653,0,85
2471651,3371650,2,73
2471651,3373660,0,85
2471651,3375670,2,71
2471651,3377650,0,85
2471651,3381650,2,67
2471651,3385670,0,85
2471651,3387660,3,65
2471651,3389690,0,85
2471651,3391652,7,63
2471651,3399653,0,85
2471651,3401650,2,68
2471651,3403653,0,85
2471651,3405653,4,70
2471651,3407653,0,85
2471651,3409650,3,65
2471651,3411650,0,85
2471651,3415660,1,63
2471651,3417653,0,85
2471651,3419660,4,76
2471651,3421653,0,85
2471651,3427670,2,65
2471651,3429653,0,85
2471651,3431650,2,65
2471651,3433650,0,85
2471651,3435690,0,73
2471651,3437650,0,85
2471651,3439680,3,63
2471651,3441650,0,85
2471651,3443650,1,66
2471651,3445670,0,85
2471651,3447650,2,75
2471651,3453650,0,85
2471651,3455650,4,67
2471651,3477660,0,85
2471651,3481660,3,68
2471651,3483651,0,85
2471651,3485680,1,71
2471651,3487650,0,85
2471651,3489670,4,65
2471651,3491650,0,85
2471651,3495650,4,64
2471651,3497650,0,85
2471651,3499660,2,71
2471651,3501650,0,85
2471651,3503650,5,68
2471651,3509661,0,85
2471651,3511650,5,61
2471651,3515660,0,85
2471651,3517653,4,66
2471651,3519670,0,85
2471651,3523650,2,74
2471651,3525650,0,85
2471651,3527670,3,63
2471651,3529653,0,85
2471651,3531650,4,73
2471651,3535650,0,85
2471651,3537650,3,69
2471651,3551650,0,85
2471651,3561650,2,70
2473660,2475653,0,100
2473660,2487651,0,84
2473660,2491670,0,100
2473660,2493651,0,84
2473660,2495653,0,100
2473660,2499660,0,77
2473660,2503650,0,100
2473660,2505651,0,77
2473660,2507651,0,100
2473660,2511650,0,81
2473660,2513680,0,100
2473660,2517650,0,73
2473660,2519650,0,100
2473660,2523653,0,77
2473660,2525651,0,100
2473660,2527670,0,78
2473660,2529680,0,100
2473660,2531651,0,84
2473660,2535652,0,100
2473660,2537670,0,84
2473660,2539660,0,100
2473660,2541670,0,85
2473660,2543653,0,100
2473660,2545651,0,85
2473660,2547670,0,100
2473660,2551650,0,83
2473660,2555653,0,100
2473660,2559650,0,77
2473660,2565650,0,100
2473660,2567653,0,83
2473660,2571650,0,100
2473660,2575653,0,82
2473660,2579680,0,100
2473660,2581651,0,81
2473660,2583650,0,100
2473660,2587650,0,78
2473660,2589650,0,100
2473660,2597670,0,84
2473660,2599650,0,100
2473660,2603650,0,76
2473660,2611670,0,100
2473660,2613650,0,79
2473660,2617653,0,100
2473660,2619653,0,72
2473660,2625653,0,100
2473660,2629651,0,82
2473660,2633670,0,100
2473660,2637651,0,84
2473660,2639690,0,100
2473660,2641650,0,82
2473660,2643651,0,100
2473660,2647650,0,77
2473660,2657651,0,100
2473660,2665650,0,71
2473660,2667653,0,100
2473660,2669660,0,79
2473660,2671660,0,100
2473660,2675680,0,81
2473660,2677650,0,100
2473660,2679660,0,82
2473660,2681650,0,100
2473660,2695652,0,80
2473660,2703653,0,100
2473660,2705653,0,86
2473660,2709650,0,100
2473660,2713651,0,77
2473660,2717652,0,100
2473660,2719650,0,85
2473660,2725650,0,100
2473660,2727653,0,74
2473660,2731670,0,100
2473660,2733650,0,76
2473660,2739651,0,100
2473660,2743650,0,84
2473660,2751650,0,100
2473660,2757652,0,77
2473660,2767650,0,100
2473660,2769660,0,76
2473660,2771670,0,100
2473660,2773651,0,87
2473660,2775653,0,100
2473660,2777670,0,76
2473660,2779670,0,100
2473660,2785650,0,84
2473660,2787660,0,100
2473660,2795690,0,87
2473660,2799653,0,100
2473660,2801653,0,87
2473660,2803670,0,100
2473660,2805660,0,79
2473660,2807650,0,100
2473660,2811650,0,82
2473660,2815650,0,100
2473660,2817670,0,78
2473660,2823650,0,100
2473660,2827650,0,83
2473660,2829660,0,100
2473660,2831680,0,77
2473660,2835650,0,100
2473660,2837680,0,81
2473660,2841680,0,100
2473660,2843670,0,82
2473660,2849650,0,100
2473660,2853660,0,81
2473660,2855690,0,100
2473660,2857650,0,73
2473660,2859650,0,100
2473660,2861650,0,85
2473660,2863680,0,100
2473660,2871650,0,79
2473660,2873653,0,100
2473660,2879660,0,79
2473660,2883650,0,100
2473660,2887670,0,78
2473660,2889660,0,100
2473660,2893660,0,86
2473660,2895650,0,100
2473660,2901651,0,83
2473660,2903653,0,100
2473660,2905650,0,77
2473660,2907653,0,100
2473660,2909653,0,79
2473660,2911680,0,100
2473660,2913650,0,85
2473660,2915650,0,100
2473660,2917650,0,84
2473660,2921652,0,100
2473660,2923650,0,82
2473660,2929650,0,100
2473660,2931650,0,80
2473660,2933652,0,100
2473660,2935650,0,80
2473660,2937653,0,100
2473660,2939650,0,78
2473660,2943650,0,100
2473660,2945660,0,84
2473660,2955670,0,100
2473660,2957680,0,80
2473660,2959660,0,100
2473660,2961650,0,78
2473660,2963670,0,100
2473660,2965650,0,80
2473660,2967680,0,100
2473660,2969650,0,74
2473660,2971660,0,100
2473660,2981651,0,78
2473660,2987670,0,100
2473660,2991650,0,84
2473660,2993690,0,100
2473660,2995660,0,81
2473660,2997651,0,100
2473660,2999650,0,80
2473660,3001670,0,100
2473660,3005653,0,76
2473660,3009670,0,100
2473660,3011651,0,79
2473660,3013653,0,100
2473660,3015650,0,79
2473660,3021690,0,100
2473660,3023652,0,83
2473660,3025650,0,100
2473660,3031650,0,84
2473660,3033660,0,100
2473660,3043652,0,84
2473660,3047652,0,100
2473660,3049660,0,82
2473660,3051650,0,100
2473660,3053650,0,76
2473660,3061660,0,100
2473660,3063660,0,83
2473660,3065652,0,100
2473660,3069660,0,78
2473660,3073680,0,100
2473660,3075653,0,74
2473660,3081660,0,100
2473660,3085650,0,76
2473660,3087661,0,100
2473660,3089650,0,80
2473660,3091650,0,100
2473660,3095670,0,83
2473660,3099680,0,100
2473660,3101650,0,79
2473660,3103670,0,100
2473660,3105660,0,80
2473660,3109650,0,100
2473660,3111650,0,90
2473660,3113650,0,100
2473660,3117652,0,78
2473660,3119660,0,100
2473660,3123653,0,79
2473660,3125660,0,100
2473660,3127690,0,75
2473660,3129670,0,100
2473660,3131650,0,75
2473660,3133652,0,100
2473660,3135660,0,83
2473660,3137650,0,100
2473660,3139650,0,82
2473660,3141652,0,100
2473660,3143650,0,80
2473660,3145650,0,100
2473660,3149653,0,87
2473660,3153670,0,100
2473660,3155690,0,83
2473660,3159650,0,100
2473660,3161650,0,77
2473660,3163690,0,100
2473660,3169650,0,78
2473660,3173650,0,100
2473660,3181650,0,83
2473660,3185650,0,100
2473660,3187680,0,83
2473660,3189650,0,100
2473660,3191650,0,81
2473660,3197670,0,100
2473660,3203680,0,78
2473660,3209651,0,100
2473660,3211670,0,83
2473660,3215650,0,100
2473660,3217660,0,81
2473660,3219650,0,100
2473660,3221650,0,83
2473660,3223650,0,100
2473660,3225690,0,70
2473660,3229650,0,100
2473660,3231650,0,82
2473660,3239650,0,100
2473660,3241660,0,76
2473660,3243680,0,100
2473660,3245680,0,76
2473660,3247652,0,100
2473660,3249650,0,76
2473660,3251653,0,100
2473660,3257660,0,71
2473660,3263650,0,100
2473660,3267660,0,75
2473660,3271650,0,100
2473660,3273652,0,78
2473660,3277650,0,100
2473660,3279650,0,79
2473660,3281670,0,100
2473660,3283690,0,80
2473660,3289650,0,100
2473660,3291670,0,77
2473660,3293653,0,100
2473660,3297650,0,73
2473660,3301660,0,100
2473660,3311680,0,71
2473660,3313650,0,100
2473660,3315650,0,79
2473660,3317650,0,100
2473660,3319650,0,82
2473660,3321660,0,100
2473660,3323670,0,75
2473660,3327650,0,100
2473660,3335650,0,80
2473660,3337650,0,100
2473660,3339680,0,81
2473660,3341680,0,100
2473660,3343650,0,89
2473660,3345650,0,100
2473660,3347653,0,79
2473660,3357650,0,100
2473660,3361650,0,83
2473660,3363660,0,100
2473660,3365650,0,85
2473660,3367653,0,100
2473660,3371650,0,86
2473660,3373660,0,100
2473660,3375670,0,84
2473660,3377650,0,100
2473660,3381650,0,80
2473660,3385670,0,100
2473660,3387660,0,77
2473660,3389690,0,100
2473660,3391652,0,71
2473660,3399653,0,100
2473660,3401650,0,81
2473660,3403653,0,100
2473660,3405653,0,81
2473660,3407653,0,100
2473660,3409650,0,77
2473660,3411650,0,100
2473660,3415660,0,77
2473660,3417653,0,100
2473660,3419660,0,87
2473660,3421653,0,100
2473660,3427670,0,78
2473660,3429653,0,100
2473660,3431650,0,78
2473660,3433650,0,100
2473660,3435690,0,88
2473660,3437650,0,100
2473660,3439680,0,75
2473660,3441650,0,100
2473660,3443650,0,80
2473660,3445670,0,100
2473660,3447650,0,88
2473660,3453650,0,100
2473660,3455650,0,78
2473660,3477660,0,100
2473660,3481660,0,80
2473660,3483651,0,100
2473660,3485680,0,85
2473660,3487650,0,100
2473660,3489670,0,76
2473660,3491650,0,100
2473660,3495650,0,75
2473660,3497650,0,100
2473660,3499660,0,84
2473660,3501650,0,100
2473660,3503650,0,78
2473660,3509661,0,100
2473660,3511650,0,71
2473660,3515660,0,100
2473660,3517653,0,77
2473660,3519670,0,100
2473660,3523650,0,87
2473660,3525650,0,100
2473660,3527670,0,75
2473660,3529653,0,100
2473660,3531650,0,84
2473660,3535650,0,100
2473660,3537650,0,81
2473660,3551650,0,100
2473660,3561650,0,83
2475653,2487651,5,70
2475653,2491670,0,81
2475653,2493651,3,68
2475653,2495653,0,81
2475653,2499660,2,60
2475653,2503650,0,81
2475653,2505651,5,63
2475653,2507651,0,81
2475653,2511650,5,67
2475653,2513680,0,81
2475653,2517650,4,58
2475653,2519650,0,81
2475653,2523653,5,63
2475653,2525651,0,81
2475653,2527670,2,61
2475653,2529680,0,81
2475653,2531651,4,69
2475653,2535652,0,81
2475653,2537670,4,69
2475653,2539660,0,81
2475653,2541670,1,67
2475653,2543653,0,81
2475653,2545651,1,67
2475653,2547670,0,81
2475653,2551650,5,69
2475653,2555653,0,81
2475653,2559650,3,61
2475653,2565650,0,81
2475653,2567653,2,66
2475653,2571650,0,81
2475653,2575653,6,69
2475653,2579680,0,81
2475653,2581651,1,63
2475653,2583650,0,81
2475653,2587650,5,64
2475653,2589650,0,81
2475653,2597670,5,70
2475653,2599650,0,81
2475653,2603650,1,58
2475653,2611670,0,81
2475653,2613650,6,66
2475653,2617653,0,81
2475653,2619653,4,57
2475653,2625653,0,81
2475653,2629651,4,67
2475653,2633670,0,81
2475653,2637651,4,69
2475653,2639690,0,81
2475653,2641650,5,68
2475653,2643651,0,81
2475653,2647650,5,63
2475653,2657651,0,81
2475653,2665650,5,57
2475653,2667653,0,81
2475653,2669660,3,63
2475653,2671660,0,81
2475653,2675680,4,66
2475653,2677650,0,81
2475653,2679660,2,65
2475653,2681650,0,81
2475653,2695652,7,68
2475653,2703653,0,81
2475653,2705653,3,70
2475653,2709650,0,81
2475653,2713651,6,64
2475653,2717652,0,81
2475653,2719650,1,67
2475653,2725650,0,81
2475653,2727653,3,58
2475653,2731670,0,81
2475653,2733650,7,64
2475653,2739651,0,81
2475653,2743650,4,69
2475653,2751650,0,81
2475653,2757652,5,63
2475653,2767650,0,81
2475653,2769660,8,65
2475653,2771670,0,81
2475653,2773651,3,71
2475653,2775653,0,81
2475653,2777670,5,62
2475653,2779670,0,81
2475653,2785650,1,66
2475653,2787660,0,81
2475653,2795690,2,70
2475653,2799653,0,81
2475653,2801653,0,68
2475653,2803670,0,81
2475653,2805660,4,64
2475653,2807650,0,81
2475653,2811650,2,65
2475653,2815650,0,81
2475653,2817670,3,62
2475653,2823650,0,81
2475653,2827650,2,66
2475653,2829660,0,81
2475653,2831680,5,63
2475653,2835650,0,81
2475653,2837680,2,64
2475653,2841680,0,81
2475653,2843670,6,69
2475653,2849650,0,81
2475653,2853660,4,66
2475653,2855690,0,81
2475653,2857650,5,59
2475653,2859650,0,81
2475653,2861650,3,69
2475653,2863680,0,81
2475653,2871650,3,63
2475653,2873653,0,81
2475653,2879660,6,66
2475653,2883650,0,81
2475653,2887670,3,62
2475653,2889660,0,81
2475653,2893660,2,69
2475653,2895650,0,81
2475653,2901651,2,66
2475653,2903653,0,81
2475653,2905650,7,65
2475653,2907653,0,81
2475653,2909653,4,64
2475653,2911680,0,81
2475653,2913650,4,70
2475653,2915650,0,81
2475653,2917650,5,70
2475653,2921652,0,81
2475653,2923650,9,72
2475653,2929650,0,81
2475653,2931650,4,65
2475653,2933652,0,81
2475653,2935650,3,64
2475653,2937653,0,81
2475653,2939650,5,64
2475653,2943650,0,81
2475653,2945660,2,67
2475653,2955670,0,81
2475653,2957680,5,66
2475653,2959660,0,81
2475653,2961650,4,63
2475653,2963670,0,81
2475653,2965650,3,64
2475653,2967680,0,81
2475653,2969650,3,58
2475653,2971660,0,81
2475653,2981651,3,62
2475653,2987670,0,81
2475653,2991650,4,69
2475653,2993690,0,81
2475653,2995660,4,66
2475653,2997651,0,81
2475653,2999650,7,68
2475653,3001670,0,81
2475653,3005653,7,64
2475653,3009670,0,81
2475653,3011651,5,65
2475653,3013653,0,81
2475653,3015650,3,63
2475653,3021690,0,81
2475653,3023652,3,67
2475653,3025650,0,81
2475653,3031650,7,72
2475653,3033660,0,81
2475653,3043652,4,69
2475653,3047652,0,81
2475653,3049660,2,65
2475653,3051650,0,81
2475653,3053650,3,60
2475653,3061660,0,81
2475653,3063660,3,67
2475653,3065652,0,81
2475653,3069660,3,62
2475653,3073680,0,81
2475653,3075653,6,61
2475653,3081660,0,81
2475653,3085650,3,60
2475653,3087661,0,81
2475653,3089650,7,68
2475653,3091650,0,81
2475653,3095670,2,66
2475653,3099680,0,81
2475653,3101650,3,63
2475653,3103670,0,81
2475653,3105660,4,65
2475653,3109650,0,81
2475653,3111650,3,74
2475653,3113650,0,81
2475653,3117652,5,64
2475653,3119660,0,81
2475653,3123653,5,65
2475653,3125660,0,81
2475653,3127690,5,61
2475653,3129670,0,81
2475653,3131650,5,61
2475653,3133652,0,81
2475653,3135660,5,69
2475653,3137650,0,81
2475653,3139650,4,67
2475653,3141652,0,81
2475653,3143650,5,66
2475653,3145650,0,81
2475653,3149653,2,70
2475653,3153670,0,81
2475653,3155690,3,67
2475653,3159650,0,81
2475653,3161650,5,63
2475653,3163690,0,81
2475653,3169650,3,62
2475653,3173650,0,81
2475653,3181650,5,69
2475653,3185650,0,81
2475653,3187680,2,66
2475653,3189650,0,81
2475653,3191650,2,64
2475653,3197670,0,81
2475653,3203680,4,63
2475653,3209651,0,81
2475653,3211670,5,69
2475653,3215650,0,81
2475653,3217660,5,67
2475653,3219650,0,81
2475653,3221650,3,67
2475653,3223650,0,81
2475653,3225690,7,58
2475653,3229650,0,81
2475653,3231650,1,64
2475653,3239650,0,81
2475653,3241660,4,61
2475653,3243680,0,81
2475653,3245680,4,61
2475653,3247652,0,81
2475653,3249650,4,61
2475653,3251653,0,81
2475653,3257660,8,60
2475653,3263650,0,81
2475653,3267660,7,63
2475653,3271650,0,81
2475653,3273652,4,63
2475653,3277650,0,81
2475653,3279650,3,63
2475653,3281670,0,81
2475653,3283690,5,66
2475653,3289650,0,81
2475653,3291670,7,65
2475653,3293653,0,81
2475653,3297650,6,60
2475653,3301660,0,81
2475653,3311680,6,58
2475653,3313650,0,81
2475653,3315650,7,67
2475653,3317650,0,81
2475653,3319650,4,67
2475653,3321660,0,81
2475653,3323670,2,58
2475653,3327650,0,81
2475653,3335650,6,67
2475653,3337650,0,81
2475653,3339680,5,67
2475653,3341680,0,81
2475653,3343650,2,72
2475653,3345650,0,81
2475653,3347653,5,65
2475653,3357650,0,81
2475653,3361650,3,67
2475653,3363660,0,81
2475653,3365650,2,68
2475653,3367653,0,81
2475653,3371650,1,68
2475653,3373660,0,81
2475653,3375670,4,69
2475653,3377650,0,81
2475653,3381650,6,67
2475653,3385670,0,81
2475653,3387660,3,61
2475653,3389690,0,81
2475653,3391652,4,56
2475653,3399653,0,81
2475653,3401650,2,64
2475653,3403653,0,81
2475653,3405653,4,66
2475653,3407653,0,81
2475653,3409650,2,60
2475653,3411650,0,81
2475653,3415660,4,62
2475653,3417653,0,81
2475653,3419660,2,70
2475653,3421653,0,81
2475653,3427670,5,64
2475653,3429653,0,81
2475653,3431650,5,64
2475653,3433650,0,81
2475653,3435690,2,71
2475653,3437650,0,81
2475653,3439680,4,60
2475653,3441650,0,81
2475653,3443650,3,64
2475653,3445670,0,81
2475653,3447650,4,73
2475653,3453650,0,81
2475653,3455650,4,63
2475653,3477660,0,81
2475653,3481660,2,63
2475653,3483651,0,81
2475653,3485680,5,71
2475653,3487650,0,81
2475653,3489670,3,60
2475653,3491650,0,81
2475653,3495650,5,61
2475653,3497650,0,81
2475653,3499660,6,71
2475653,3501650,0,81
2475653,3503650,3,62
2475653,3509661,0,81
2475653,3511650,5,57
2475653,3515660,0,81
2475653,3517653,4,62
2475653,3519670,0,81
2475653,3523650,1,69
2475653,3525650,0,81
2475653,3527670,5,61
2475653,3529653,0,81
2475653,3531650,4,69
2475653,3535650,0,81
2475653,3537650,4,66
2475653,3551650,0,81
2475653,3561650,4,68
2487651,2491670,0,100
2487651,2493651,0,84
2487651,2495653,0,100
2487651,2499660,0,77
2487651,2503650,0,100
2487651,2505651,0,77
2487651,2507651,0,100
2487651,2511650,0,81
2487651,2513680,0,100
2487651,2517650,0,73
