mtry,AUC,split,algorithm
137,0.6826811143961186,split_80,optifit
274,0.6839909930845817,split_80,optifit
350,0.6836288521664698,split_80,optifit
68,0.7020209878938718,split_81,optifit
137,0.7056718544727458,split_81,optifit
274,0.7060403144023072,split_81,optifit
350,0.7067672735517503,split_81,optifit
68,0.706404460934213,split_82,optifit
137,0.712152833626696,split_82,optifit
274,0.7156905676092102,split_82,optifit
350,0.7173277033673933,split_82,optifit
68,0.6909993987831953,split_83,optifit
137,0.6941823289208661,split_83,optifit
274,0.694874467669164,split_83,optifit
350,0.6960519806705835,split_83,optifit
68,0.6969747069793077,split_84,optifit
137,0.6993596974594644,split_84,optifit
274,0.6991437624010708,split_84,optifit
350,0.6984543399885167,split_84,optifit
68,0.6731042730402058,split_85,optifit
137,0.6781786239557105,split_85,optifit
274,0.6805191131332001,split_85,optifit
350,0.679949182243227,split_85,optifit
68,0.6864462971535741,split_86,optifit
137,0.6905290652207737,split_86,optifit
274,0.6914610636776429,split_86,optifit
350,0.6917563110937173,split_86,optifit
68,0.6630960053656468,split_87,optifit
137,0.6643315889632517,split_87,optifit
274,0.664972056179282,split_87,optifit
350,0.664550421882632,split_87,optifit
68,0.7065194695706544,split_88,optifit
137,0.7106945126489034,split_88,optifit
274,0.7108182057125529,split_88,optifit
350,0.7117139698391953,split_88,optifit
68,0.6871479003441695,split_89,optifit
137,0.6923926259715005,split_89,optifit
274,0.6945746248414731,split_89,optifit
350,0.694678092215171,split_89,optifit
68,0.6741201677210964,split_90,optifit
137,0.6743091670669367,split_90,optifit
274,0.6720818286085303,split_90,optifit
350,0.6715981176280849,split_90,optifit
68,0.7036903434912187,split_91,optifit
137,0.708317068734696,split_91,optifit
274,0.7122886499353434,split_91,optifit
350,0.7121265542811552,split_91,optifit
68,0.7088942223944092,split_92,optifit
137,0.714799819370158,split_92,optifit
274,0.7192850833268806,split_92,optifit
350,0.7195009872018484,split_92,optifit
68,0.6790738391763815,split_93,optifit
137,0.6810080994818396,split_93,optifit
274,0.6812602609765335,split_93,optifit
350,0.6801749786460749,split_93,optifit
68,0.6836710710833886,split_94,optifit
137,0.6835469836571282,split_94,optifit
274,0.6823876976427855,split_94,optifit
350,0.6806984503292015,split_94,optifit
68,0.654709584517064,split_95,optifit
137,0.6561564068848461,split_95,optifit
274,0.6559710766577174,split_95,optifit
350,0.6567296255044553,split_95,optifit
68,0.7227853232714979,split_96,optifit
137,0.733295614590361,split_96,optifit
274,0.7389871107572272,split_96,optifit
350,0.7403946034107362,split_96,optifit
68,0.6615282619854317,split_97,optifit
137,0.6654317459669704,split_97,optifit
274,0.6652323263537059,split_97,optifit
350,0.6647499695130149,split_97,optifit
68,0.6921012667434808,split_98,optifit
137,0.6967619275642147,split_98,optifit
274,0.6977885451107017,split_98,optifit
350,0.6983191364285557,split_98,optifit
68,0.6588861296364422,split_99,optifit
137,0.6628963621559459,split_99,optifit
274,0.6620882731314979,split_99,optifit
350,0.6616958024917826,split_99,optifit
68,0.7014841348470088,split_100,optifit
137,0.705311018853818,split_100,optifit
274,0.7059329748296748,split_100,optifit
350,0.7046122176256457,split_100,optifit
