label,cutoff,tp,tn,fp,fn,sensitivity,specificity,ppv,npv,fdr,accuracy,mcc,f1score,sample,type
0.03,0.03,37195000,40948100000,5162700,11814000,0.758942,0.999874,0.878117,0.999712,0.878117,0.999586,0.816156,0.814192,2959660,optifit_out
0.03,0.03,37118400,40836200000,5180180,11659000,0.760976,0.999873,0.877533,0.999715,0.877533,0.999588,0.816978,0.815109,2961650,optifit_out
0.03,0.03,37111000,40826500000,5033420,11766000,0.759273,0.999877,0.880567,0.999712,0.880567,0.999589,0.817474,0.815434,2963670,optifit_out
0.03,0.03,37061300,40845400000,4942950,11869100,0.75743,0.999879,0.882323,0.999709,0.882323,0.999589,0.817295,0.81512,2965650,optifit_out
0.03,0.03,36494200,40342600000,4764430,11953000,0.753277,0.999882,0.884523,0.999704,0.884523,0.999586,0.816066,0.813641,2967680,optifit_out
0.03,0.03,37044100,40843500000,4941910,11837600,0.757832,0.999879,0.882296,0.99971,0.882296,0.99959,0.8175,0.815341,2969650,optifit_out
0.03,0.03,37165300,40629100000,5222810,11592200,0.762247,0.999871,0.876786,0.999715,0.876786,0.999587,0.817311,0.815514,2971660,optifit_out
0.03,0.03,37054600,40957600000,4849490,11941900,0.756269,0.999882,0.884272,0.999709,0.884272,0.999591,0.817571,0.815277,2981651,optifit_out
0.03,0.03,37317000,40908600000,5282840,11621700,0.762525,0.999871,0.875989,0.999716,0.875989,0.999587,0.817089,0.815329,2987670,optifit_out
0.03,0.03,37094400,40840800000,4957290,11842500,0.758005,0.999879,0.882114,0.99971,0.882114,0.999589,0.817508,0.815364,2991650,optifit_out
0.03,0.03,37071100,40844900000,4905410,11876700,0.757359,0.99988,0.883139,0.999709,0.883139,0.99959,0.817635,0.815427,2993690,optifit_out
0.03,0.03,37076700,40835400000,4930820,11851000,0.757785,0.999879,0.882621,0.99971,0.882621,0.99959,0.817625,0.815453,2995660,optifit_out
0.03,0.03,37241100,40970800000,5057950,11793500,0.759486,0.999877,0.880424,0.999712,0.880424,0.999589,0.817522,0.815496,2997651,optifit_out
0.03,0.03,36897500,40682000000,4865500,11840700,0.757055,0.99988,0.883497,0.999709,0.883497,0.99959,0.817637,0.815403,2999650,optifit_out
0.03,0.03,36947400,40916200000,4844820,11958700,0.755476,0.999882,0.884074,0.999708,0.884074,0.99959,0.81705,0.814732,3001670,optifit_out
0.03,0.03,37097000,40936100000,4890250,11909700,0.756978,0.999881,0.88353,0.999709,0.88353,0.99959,0.817611,0.815373,3005653,optifit_out
0.03,0.03,36926800,40645100000,5009150,11715900,0.759144,0.999877,0.880552,0.999712,0.880552,0.999589,0.817398,0.815353,3009670,optifit_out
0.03,0.03,37268800,40902100000,5222700,11653900,0.761789,0.999872,0.877088,0.999715,0.877088,0.999588,0.817207,0.815383,3011651,optifit_out
0.03,0.03,37183400,40887000000,5046450,11787000,0.759304,0.999877,0.8805,0.999712,0.8805,0.999589,0.817459,0.815423,3013653,optifit_out
0.03,0.03,37291800,40886300000,5266840,11615100,0.762505,0.999871,0.876245,0.999716,0.876245,0.999588,0.817198,0.815428,3015650,optifit_out
0.03,0.03,37221000,40810000000,5201620,11658100,0.76149,0.999873,0.877386,0.999714,0.877386,0.999587,0.817185,0.81534,3021690,optifit_out
0.03,0.03,37093300,40971300000,4897280,11928500,0.756669,0.99988,0.883372,0.999709,0.883372,0.99959,0.817371,0.815126,3023652,optifit_out
0.03,0.03,37158400,40835300000,5197210,11640100,0.761467,0.999873,0.877296,0.999715,0.877296,0.999588,0.817131,0.815288,3025650,optifit_out
0.03,0.03,37197800,40798100000,5085140,11730000,0.760259,0.999875,0.879735,0.999713,0.879735,0.999588,0.817618,0.815645,3031650,optifit_out
0.03,0.03,37027300,40884900000,5048060,11805200,0.758251,0.999877,0.880023,0.999711,0.880023,0.999588,0.816671,0.814612,3033660,optifit_out
0.03,0.03,37218900,40946700000,5191990,11796100,0.759337,0.999873,0.877579,0.999712,0.877579,0.999586,0.816118,0.814188,3043652,optifit_out
0.03,0.03,37043400,40858600000,4924650,11841400,0.75777,0.999879,0.882657,0.99971,0.882657,0.99959,0.817634,0.81546,3047652,optifit_out
0.03,0.03,37258700,40940500000,5102680,11749700,0.760251,0.999875,0.879544,0.999713,0.879544,0.999589,0.817525,0.815558,3049660,optifit_out
0.03,0.03,36884900,40426000000,4887980,11842800,0.756959,0.999879,0.882987,0.999707,0.882987,0.999587,0.817347,0.81513,3051650,optifit_out
0.03,0.03,37218100,40927100000,5081520,11752400,0.76001,0.999876,0.879868,0.999713,0.879868,0.999589,0.817546,0.815559,3053650,optifit_out
0.03,0.03,36990400,40837500000,4903820,11865000,0.75714,0.99988,0.882948,0.99971,0.882948,0.99959,0.817428,0.815219,3061660,optifit_out
0.03,0.03,37084400,40959000000,4929430,11881100,0.757357,0.99988,0.882671,0.99971,0.882671,0.99959,0.817418,0.815227,3063660,optifit_out
0.03,0.03,37070500,40945900000,4905280,11893400,0.757098,0.99988,0.88314,0.99971,0.88314,0.99959,0.817495,0.815276,3065652,optifit_out
0.03,0.03,37032500,40953400000,4844330,11950500,0.756028,0.999882,0.884319,0.999708,0.884319,0.99959,0.817462,0.815157,3069660,optifit_out
0.03,0.03,37044400,40905800000,4865470,11925200,0.756477,0.999881,0.883906,0.999709,0.883906,0.99959,0.817514,0.815242,3073680,optifit_out
0.03,0.03,37265200,40919000000,5182320,11708000,0.760931,0.999873,0.877912,0.999714,0.877912,0.999588,0.81713,0.815246,3075653,optifit_out
0.03,0.03,37170900,40940000000,5060020,11773500,0.759452,0.999876,0.880182,0.999713,0.880182,0.999589,0.817392,0.815372,3081660,optifit_out
0.03,0.03,37011900,40746100000,4909780,11841100,0.757617,0.99988,0.882882,0.999709,0.882882,0.999589,0.817655,0.815467,3085650,optifit_out
0.03,0.03,37156300,40751800000,5133400,11681700,0.760807,0.999874,0.878614,0.999713,0.878614,0.999588,0.81739,0.815477,3087661,optifit_out
0.03,0.03,36997300,40869000000,4900310,11853000,0.757361,0.99988,0.883041,0.99971,0.883041,0.999591,0.817591,0.815387,3089650,optifit_out
0.03,0.03,36959800,40808400000,4871170,11926500,0.756036,0.999881,0.883551,0.999708,0.883551,0.999589,0.817111,0.814835,3091650,optifit_out
0.03,0.03,37027100,40784000000,4898580,11858300,0.757427,0.99988,0.88316,0.999709,0.88316,0.99959,0.817682,0.815476,3095670,optifit_out
0.03,0.03,37335100,40915200000,5228200,11673000,0.761815,0.999872,0.877166,0.999715,0.877166,0.999587,0.817257,0.815431,3099680,optifit_out
0.03,0.03,37059200,40963100000,4856510,11947600,0.756206,0.999881,0.884136,0.999708,0.884136,0.99959,0.817474,0.815182,3101650,optifit_out
0.03,0.03,37065700,40930400000,4908170,11916600,0.75671600000000006,0.99988,0.883066,0.999709,0.883066,0.999589,0.817254,0.815023,3103670,optifit_out
0.03,0.03,37090900,40892600000,5014840,11790400,0.758796,0.999877,0.880899,0.999712,0.880899,0.99959,0.817371,0.815301,3105660,optifit_out
0.03,0.03,37173200,40820700000,5092150,11701200,0.760587,0.999875,0.879519,0.999713,0.879519,0.999589,0.817694,0.815741,3109650,optifit_out
0.03,0.03,37076100,40902100000,4920000,11864600,0.757572,0.99988,0.882846,0.99971,0.882846,0.99959,0.817615,0.815426,3111650,optifit_out
0.03,0.03,37025500,40830900000,4911360,11882500,0.757044,0.99988,0.882887,0.999709,0.882887,0.999589,0.817348,0.815137,3113650,optifit_out
0.03,0.03,37233700,40950200000,5077340,11769300,0.759824,0.999876,0.879999,0.999713,0.879999,0.999589,0.817507,0.815508,3117652,optifit_out
0.03,0.03,37143400,40899400000,5055060,11751400,0.75966,0.999876,0.880207,0.999713,0.880207,0.99959,0.817515,0.815503,3119660,optifit_out
0.03,0.03,37235000,40958800000,5099810,11752600,0.76009,0.999876,0.879536,0.999713,0.879536,0.999589,0.817435,0.815463,3123653,optifit_out
0.03,0.03,37185000,40894200000,5050820,11767300,0.759618,0.999877,0.880414,0.999712,0.880414,0.999589,0.817588,0.815567,3125660,optifit_out
0.03,0.03,37247600,40886900000,5118350,11747400,0.760233,0.999875,0.879187,0.999713,0.879187,0.999588,0.817348,0.815394,3127690,optifit_out
0.03,0.03,36975000,40845600000,4842950,11906900,0.756416,0.999881,0.88419,0.999709,0.88419,0.99959,0.817612,0.815327,3129670,optifit_out
0.03,0.03,36960300,40603700000,4980300,11743000,0.758887,0.999877,0.881253,0.999711,0.881253,0.999589,0.817584,0.815505,3131650,optifit_out
0.03,0.03,37102700,40792200000,5167220,11652800,0.760995,0.999873,0.877757,0.999714,0.877757,0.999588,0.817093,0.815216,3133652,optifit_out
0.03,0.03,37121400,40949800000,4924610,11884100,0.757495,0.99988,0.882876,0.99971,0.882876,0.99959,0.817587,0.815394,3135660,optifit_out
0.03,0.03,37068700,40901800000,4923090,11905600,0.756901,0.99988,0.882761,0.999709,0.882761,0.999589,0.817212,0.815,3137650,optifit_out
0.03,0.03,37002400,40844400000,4879280,11865200,0.757197,0.999881,0.883498,0.99971,0.883498,0.999591,0.817714,0.815486,3139650,optifit_out
0.03,0.03,37278100,40903800000,5226890,11662400,0.761702,0.999872,0.877029,0.999715,0.877029,0.999588,0.817133,0.815307,3141652,optifit_out
0.03,0.03,37033100,40891800000,4911790,11910600,0.756648,0.99988,0.882899,0.999709,0.882899,0.999589,0.81714,0.814913,3143650,optifit_out
0.03,0.03,37119600,40860500000,4947220,11836300,0.758225,0.999879,0.882396,0.99971,0.882396,0.99959,0.817758,0.815612,3145650,optifit_out
0.03,0.03,37036900,40658100000,5039260,11679500,0.760255,0.999876,0.880235,0.999713,0.880235,0.999589,0.817848,0.815857,3149653,optifit_out
0.03,0.03,37034200,40801400000,4981650,11809600,0.758218,0.999878,0.881434,0.999711,0.881434,0.999589,0.817308,0.815196,3153670,optifit_out
0.03,0.03,37084800,40767100000,4971640,11848800,0.75786,0.999878,0.881786,0.999709,0.881786,0.999588,0.817278,0.81514,3155690,optifit_out
0.03,0.03,37001600,40749500000,4908640,11825700,0.757806,0.99988,0.882877,0.99971,0.882877,0.99959,0.817755,0.815574,3159650,optifit_out
0.03,0.03,37065200,40793100000,5010080,11749300,0.759308,0.999877,0.880926,0.999712,0.880926,0.99959,0.817659,0.815608,3161650,optifit_out
0.03,0.03,37358300,40906500000,5245850,11661800,0.762102,0.999872,0.87687,0.999715,0.87687,0.999587,0.817273,0.815467,3163690,optifit_out
0.03,0.03,36959300,40739300000,4892840,11839000,0.757388,0.99988,0.883092,0.999709,0.883092,0.99959,0.817629,0.815424,3169650,optifit_out
0.03,0.03,37151800,40719600000,5067980,11701000,0.760485,0.999876,0.879962,0.999713,0.879962,0.999589,0.817845,0.815873,3173650,optifit_out
0.03,0.03,37064100,40881800000,4870880,11928500,0.756524,0.999881,0.883847,0.999708,0.883847,0.99959,0.817512,0.815244,3181650,optifit_out
0.03,0.03,36829000,39904100000,5110090,11490800,0.762193,0.999872,0.878155,0.999712,0.878155,0.999585,0.817919,0.816075,3185650,optifit_out
0.03,0.03,37182400,40774100000,5154150,11691000,0.76079,0.999874,0.878258,0.999713,0.878258,0.999587,0.817215,0.815315,3187680,optifit_out
0.03,0.03,36963500,40897300000,4895260,11867800,0.756963,0.99988,0.883053,0.99971,0.883053,0.999591,0.817382,0.815161,3189650,optifit_out
0.03,0.03,37001500,40853200000,5049940,11781400,0.758493,0.999876,0.87991,0.999712,0.87991,0.999589,0.816749,0.814703,3191650,optifit_out
0.03,0.03,37128900,40902200000,5019870,11834200,0.758304,0.999877,0.880901,0.999711,0.880901,0.999588,0.817107,0.815018,3197670,optifit_out
0.03,0.03,37197300,40910800000,5050230,11785400,0.759396,0.999877,0.880461,0.999712,0.880461,0.999589,0.817491,0.81546,3203680,optifit_out
0.03,0.03,37202000,40882200000,5074700,11762800,0.75977,0.999876,0.879965,0.999712,0.879965,0.999589,0.817461,0.815462,3209651,optifit_out
0.03,0.03,37306700,40943800000,5244410,11653300,0.761984,0.999872,0.87675,0.999715,0.87675,0.999588,0.817154,0.815348,3211670,optifit_out
0.03,0.03,37078000,40937200000,4957510,11862100,0.75762,0.999879,0.882064,0.99971,0.882064,0.99959,0.817278,0.81512,3215650,optifit_out
0.03,0.03,37004800,40463800000,5052950,11673700,0.760188,0.999875,0.879857,0.999712,0.879857,0.999587,0.817635,0.815656,3217660,optifit_out
0.03,0.03,37178000,40880200000,5070080,11753800,0.759793,0.999876,0.879993,0.999713,0.879993,0.999589,0.817487,0.815487,3219650,optifit_out
0.03,0.03,37007300,40902100000,4906940,11888900,0.75685500000000006,0.99988,0.882929,0.999709,0.882929,0.99959,0.817266,0.815045,3221650,optifit_out
0.03,0.03,36911200,40839600000,4948470,11827000,0.757336,0.999879,0.881784,0.99971,0.881784,0.99959,0.816995,0.814836,3223650,optifit_out
0.03,0.03,37208400,40911900000,5074560,11757400,0.759886,0.999876,0.879986,0.999713,0.879986,0.999589,0.817534,0.815538,3225690,optifit_out
0.03,0.03,37020700,40792600000,4963300,11820800,0.757976,0.999878,0.881781,0.99971,0.881781,0.999589,0.817338,0.815205,3229650,optifit_out
0.03,0.03,37089200,40858600000,4943950,11860900,0.757694,0.999879,0.88238,0.99971,0.88238,0.999589,0.817464,0.815297,3231650,optifit_out
0.03,0.03,37168200,40716200000,5223950,11568800,0.762627,0.999872,0.876771,0.999716,0.876771,0.999588,0.817509,0.815725,3239650,optifit_out
0.03,0.03,37159200,40876200000,5059070,11750600,0.75975,0.999876,0.880169,0.999713,0.880169,0.999589,0.817546,0.815538,3241660,optifit_out
0.03,0.03,36970300,40851000000,4878730,11891300,0.756634,0.999881,0.883421,0.999709,0.883421,0.99959,0.817374,0.815126,3243680,optifit_out
0.03,0.03,37079500,40931000000,4928100,11862600,0.757619,0.99988,0.882686,0.99971,0.882686,0.99959,0.817566,0.815385,3245680,optifit_out
0.03,0.03,37117200,40966000000,5022590,11902200,0.757194,0.999877,0.880811,0.99971,0.880811,0.999587,0.816466,0.814338,3247652,optifit_out
0.03,0.03,36947600,40617400000,4909760,11799000,0.757952,0.999879,0.882703,0.99971,0.882703,0.999589,0.817753,0.815585,3249650,optifit_out
0.03,0.03,36943000,40953600000,4861900,12025400,0.754425,0.999881,0.8837,0.999706,0.8837,0.999588,0.816309,0.813962,3251653,optifit_out
0.03,0.03,37322000,40906000000,5233800,11653700,0.762051,0.999872,0.877013,0.999715,0.877013,0.999588,0.817312,0.8155,3257660,optifit_out
0.03,0.03,37033200,40868400000,4913020,11854500,0.757515,0.99988,0.882873,0.99971,0.882873,0.99959,0.817597,0.815404,3263650,optifit_out
0.03,0.03,37069700,40932400000,4924680,11870300,0.757452,0.99988,0.88273,0.99971,0.88273,0.99959,0.817496,0.815307,3267660,optifit_out
0.03,0.03,36863900,40721700000,4898220,11813800,0.757306,0.99988,0.882711,0.99971,0.882711,0.99959,0.817408,0.815214,3271650,optifit_out
0.03,0.03,36956500,40772100000,4849720,11935000,0.755887,0.999881,0.883995,0.999707,0.883995,0.999589,0.817236,0.814937,3273652,optifit_out
0.03,0.03,36811600,40546900000,4848970,11797500,0.757298,0.99988,0.883608,0.999709,0.883608,0.99959,0.817819,0.815591,3277650,optifit_out
0.03,0.03,37163200,40680200000,5189190,11621400,0.761781,0.999872,0.877476,0.999714,0.877476,0.999587,0.817383,0.815546,3279650,optifit_out
0.03,0.03,37108100,40920100000,4968960,11834300,0.758199,0.999879,0.881908,0.999711,0.881908,0.99959,0.817518,0.815388,3281670,optifit_out
0.03,0.03,37067000,40922700000,4925810,11870100,0.757442,0.99988,0.882699,0.99971,0.882699,0.99959,0.817476,0.815287,3283690,optifit_out
0.03,0.03,37091000,40885200000,4915780,11882600,0.757367,0.99988,0.882976,0.999709,0.882976,0.99959,0.817564,0.815363,3289650,optifit_out
0.03,0.03,37087200,40955000000,4900500,11902900,0.757035,0.99988,0.883287,0.999709,0.883287,0.99959,0.817529,0.815302,3291670,optifit_out
0.03,0.03,36942600,40741300000,4845480,11866700,0.756876,0.999881,0.884046,0.999709,0.884046,0.99959,0.817795,0.815533,3293653,optifit_out
0.03,0.03,37019100,40916200000,4907930,11874300,0.757138,0.99988,0.882941,0.99971,0.882941,0.99959,0.817425,0.815215,3297650,optifit_out
0.03,0.03,37200400,40909900000,5035890,11819300,0.758886,0.999877,0.880769,0.999711,0.880769,0.999589,0.817359,0.815297,3301660,optifit_out
0.03,0.03,37040800,40919800000,4915910,11936300,0.756289,0.99988,0.882834,0.999708,0.882834,0.999589,0.816915,0.814676,3311680,optifit_out
0.03,0.03,37107300,40927800000,4922400,11892500,0.757294,0.99988,0.882883,0.99971,0.882883,0.99959,0.817481,0.81528,3313650,optifit_out
0.03,0.03,37270300,40928700000,5209370,11683700,0.761333,0.999873,0.877368,0.999715,0.877368,0.999588,0.817093,0.815243,3315650,optifit_out
0.03,0.03,37126000,40949800000,4949920,11887700,0.757461,0.999879,0.882358,0.99971,0.882358,0.999589,0.817328,0.815153,3317650,optifit_out
0.03,0.03,37030700,40919600000,4885630,11884600,0.757038,0.999881,0.883443,0.99971,0.883443,0.999591,0.817603,0.81537,3319650,optifit_out
0.03,0.03,36935200,40853400000,4935050,11978200,0.755115,0.999879,0.882135,0.999707,0.882135,0.999587,0.815957,0.813698,3321660,optifit_out
0.03,0.03,37160400,40850500000,5041500,11762900,0.759565,0.999877,0.880539,0.999712,0.880539,0.999589,0.817618,0.81559,3323670,optifit_out
0.03,0.03,36983000,40895900000,4900890,11884800,0.756797,0.99988,0.882989,0.999709,0.882989,0.99959,0.817262,0.815037,3327650,optifit_out
0.03,0.03,37016000,40763200000,4862470,11882100,0.757003,0.999881,0.883891,0.999709,0.883891,0.99959,0.817791,0.815541,3335650,optifit_out
0.03,0.03,37073300,40760000000,5012230,11756300,0.759238,0.999877,0.880904,0.999712,0.880904,0.999589,0.817611,0.815558,3337650,optifit_out
0.03,0.03,37008300,40866800000,4975460,11910900,0.756519,0.999878,0.881491,0.999709,0.881491,0.999587,0.816417,0.814238,3339680,optifit_out
0.03,0.03,37037200,40891700000,5002360,11882500,0.757101,0.999878,0.881008,0.999709,0.881008,0.999588,0.816508,0.814369,3341680,optifit_out
0.03,0.03,37083500,40947500000,4929520,11906400,0.756962,0.99988,0.882667,0.999709,0.882667,0.999589,0.817202,0.814996,3343650,optifit_out
0.03,0.03,36994100,40742600000,5149810,11662200,0.760315,0.999874,0.877804,0.999714,0.877804,0.999588,0.816749,0.814846,3345650,optifit_out
0.03,0.03,37138100,40879600000,5183720,11663200,0.761006,0.999873,0.877517,0.999715,0.877517,0.999588,0.816987,0.815119,3347653,optifit_out
0.03,0.03,36969600,40885300000,4850680,11903700,0.756438,0.999881,0.884011,0.999709,0.884011,0.999591,0.817542,0.815264,3357650,optifit_out
0.03,0.03,37109900,40880800000,4959970,11851900,0.757936,0.999879,0.882102,0.99971,0.882102,0.999589,0.817466,0.815319,3361650,optifit_out
0.03,0.03,37142800,40843900000,5074060,11727000,0.760036,0.999876,0.87981,0.999713,0.87981,0.999589,0.817533,0.815549,3363660,optifit_out
0.03,0.03,36965100,40828900000,4891860,11902000,0.756442,0.99988,0.883129,0.999709,0.883129,0.999589,0.817135,0.814891,3365650,optifit_out
0.03,0.03,36962300,40898700000,4863540,12005700,0.754826,0.999881,0.883719,0.999707,0.883719,0.999588,0.816534,0.814203,3367653,optifit_out
0.03,0.03,37044100,40868100000,4879980,11885900,0.757083,0.999881,0.8836,0.999709,0.8836,0.99959,0.8177,0.815463,3371650,optifit_out
0.03,0.03,37081300,40888600000,4871800,11912200,0.756861,0.999881,0.883875,0.999709,0.883875,0.99959,0.817707,0.815452,3373660,optifit_out
0.03,0.03,36994400,40819400000,4978480,11845800,0.757458,0.999878,0.881388,0.99971,0.881388,0.999588,0.816877,0.814737,3375670,optifit_out
0.03,0.03,37007100,40832100000,5007520,11752800,0.758966,0.999877,0.880815,0.999712,0.880815,0.99959,0.817424,0.815363,3377650,optifit_out
0.03,0.03,37136700,40913000000,5151580,11821000,0.758547,0.999874,0.878179,0.999711,0.878179,0.999586,0.815972,0.813991,3381650,optifit_out
0.03,0.03,37065200,40895500000,4877100,11913300,0.756764,0.999881,0.883719,0.999709,0.883719,0.99959,0.817583,0.815329,3385670,optifit_out
0.03,0.03,36860900,40875900000,4818940,12021700,0.75407,0.999882,0.884382,0.999706,0.884382,0.999589,0.816431,0.814044,3387660,optifit_out
0.03,0.03,36983000,40849000000,4860450,11871400,0.757004,0.999881,0.883842,0.999709,0.883842,0.999591,0.817769,0.815521,3389690,optifit_out
0.03,0.03,37031700,40902400000,4891220,11903800,0.756745,0.99988,0.883328,0.999709,0.883328,0.99959,0.817391,0.815151,3391652,optifit_out
0.03,0.03,37274700,40947900000,5226860,11672900,0.761523,0.999872,0.87702,0.999715,0.87702,0.999588,0.817033,0.815201,3399653,optifit_out
0.03,0.03,37153100,40941200000,5057960,11783900,0.759203,0.999876,0.880174,0.999712,0.880174,0.999589,0.817254,0.815225,3401650,optifit_out
0.03,0.03,37127000,40812200000,5068930,11711100,0.760206,0.999876,0.879872,0.999713,0.879872,0.999589,0.817653,0.815673,3403653,optifit_out
0.03,0.03,37196300,40960900000,5051940,11797300,0.759207,0.999877,0.880422,0.999712,0.880422,0.999589,0.817371,0.815334,3405653,optifit_out
0.03,0.03,37023100,40939100000,4888900,11895400,0.756831,0.999881,0.883353,0.99971,0.883353,0.999591,0.81745,0.815212,3407653,optifit_out
0.03,0.03,37052400,40912100000,4841400,11949500,0.756143,0.999882,0.884436,0.999708,0.884436,0.99959,0.817579,0.815273,3409650,optifit_out
0.03,0.03,37162900,40890200000,5057280,11763800,0.759564,0.999876,0.880217,0.999712,0.880217,0.999589,0.817468,0.815451,3411650,optifit_out
0.03,0.03,37225700,40907000000,5080180,11756300,0.759987,0.999876,0.879918,0.999713,0.879918,0.999589,0.817556,0.815567,3415660,optifit_out
0.03,0.03,37008200,40902400000,4868190,11923500,0.756323,0.999881,0.883748,0.999709,0.883748,0.99959,0.817358,0.815086,3417653,optifit_out
0.03,0.03,37013800,40842100000,4860910,11900400,0.756709,0.999881,0.883918,0.999709,0.883918,0.99959,0.817645,0.815382,3419660,optifit_out
0.03,0.03,36875600,40868800000,5040890,11761700,0.758175,0.999877,0.87974,0.999712,0.87974,0.999589,0.816499,0.814446,3421653,optifit_out
0.03,0.03,36971500,40822500000,4955020,11934300,0.755974,0.999879,0.881817,0.999708,0.881817,0.999587,0.816273,0.814061,3427670,optifit_out
0.03,0.03,37260100,40945300000,5234130,11664900,0.761577,0.999872,0.876827,0.999715,0.876827,0.999588,0.816971,0.815148,3429653,optifit_out
0.03,0.03,37048400,40899000000,4878340,11905100,0.756808,0.999881,0.883646,0.999709,0.883646,0.99959,0.817573,0.815324,3431650,optifit_out
0.03,0.03,36893300,40785800000,4973630,11871700,0.756553,0.999878,0.881204,0.999709,0.881204,0.999588,0.816303,0.814135,3433650,optifit_out
0.03,0.03,36938600,40768700000,4851060,11891000,0.756479,0.999881,0.883917,0.999708,0.883917,0.99959,0.81752,0.815248,3435690,optifit_out
0.03,0.03,37231900,40873800000,5086350,11750300,0.760111,0.999876,0.879807,0.999713,0.879807,0.999589,0.817572,0.815591,3437650,optifit_out
0.03,0.03,37088800,40893700000,5038450,11783200,0.758897,0.999877,0.880399,0.999712,0.880399,0.999589,0.817193,0.815145,3439680,optifit_out
0.03,0.03,37191900,40853000000,5037700,11779200,0.759466,0.999877,0.880707,0.999712,0.880707,0.999589,0.817643,0.815605,3441650,optifit_out
0.03,0.03,37228500,40760300000,5273580,11569500,0.76291,0.999871,0.875922,0.999716,0.875922,0.999587,0.817264,0.81552,3443650,optifit_out
0.03,0.03,37125100,40902300000,5049930,11761200,0.759417,0.999877,0.880263,0.999713,0.880263,0.99959,0.81741,0.815386,3445670,optifit_out
0.03,0.03,36795100,40722300000,4847160,11853600,0.756342,0.999881,0.8836,0.999709,0.8836,0.99959,0.8173,0.815034,3447650,optifit_out
0.03,0.03,36979900,40827200000,4847530,11923000,0.75619,0.999881,0.884106,0.999708,0.884106,0.99959,0.817451,0.81516,3453650,optifit_out
0.03,0.03,37037300,40739200000,4939390,11826900,0.757964,0.999879,0.88233,0.99971,0.88233,0.999589,0.817587,0.815432,3455650,optifit_out
0.03,0.03,36939200,40827600000,4833090,11905300,0.756262,0.999882,0.884299,0.999708,0.884299,0.999591,0.81758,0.815284,3477660,optifit_out
0.03,0.03,37268000,40881500000,5220410,11676700,0.761431,0.999872,0.877133,0.999714,0.877133,0.999587,0.817036,0.815197,3481660,optifit_out
0.03,0.03,37069100,40953000000,4903160,11903600,0.756934,0.99988,0.883181,0.999709,0.883181,0.99959,0.817425,0.815198,3483651,optifit_out
0.03,0.03,37000400,40816300000,4844940,11933700,0.756127,0.999881,0.884218,0.999708,0.884218,0.999589,0.817469,0.815171,3485680,optifit_out
0.03,0.03,37317200,40899400000,5214930,11681900,0.761589,0.999873,0.877388,0.999714,0.877388,0.999587,0.817239,0.815398,3487650,optifit_out
0.03,0.03,37358500,40925700000,5271600,11627500,0.762636,0.999871,0.876341,0.999716,0.876341,0.999588,0.817312,0.815544,3489670,optifit_out
0.03,0.03,37099900,40894900000,4914540,11897900,0.757175,0.99988,0.883027,0.999709,0.883027,0.999589,0.817484,0.815273,3491650,optifit_out
0.03,0.03,37020800,40818500000,5001430,11886400,0.75696,0.999877,0.880981,0.999709,0.880981,0.999587,0.816419,0.814275,3495650,optifit_out
0.03,0.03,36734100,40343300000,4835800,11771700,0.757313,0.99988,0.883671,0.999708,0.883671,0.999589,0.817856,0.815627,3497650,optifit_out
0.03,0.03,37061500,40864900000,4869420,11912700,0.756756,0.999881,0.88387,0.999709,0.88387,0.99959,0.817648,0.815389,3499660,optifit_out
0.03,0.03,36993100,40835800000,4879640,11890800,0.756755,0.999881,0.883465,0.999709,0.883465,0.99959,0.81746,0.815215,3501650,optifit_out
0.03,0.03,37014400,40830300000,4902740,11871800,0.757155,0.99988,0.883037,0.999709,0.883037,0.99959,0.817478,0.815265,3503650,optifit_out
0.03,0.03,37032300,40913300000,4883830,11883000,0.757069,0.999881,0.883486,0.99971,0.883486,0.999591,0.81764,0.815407,3509661,optifit_out
0.03,0.03,37087000,40952100000,4924170,11898200,0.757107,0.99988,0.882789,0.99971,0.882789,0.99959,0.817337,0.815132,3511650,optifit_out
0.03,0.03,37049300,40741400000,4898610,11882800,0.757158,0.99988,0.883222,0.999708,0.883222,0.999589,0.817564,0.815346,3515660,optifit_out
0.03,0.03,36791900,40817700000,4815460,12003300,0.754006,0.999882,0.884264,0.999706,0.884264,0.999588,0.816342,0.813957,3517653,optifit_out
0.03,0.03,37286500,40884600000,5217970,11680300,0.761465,0.999872,0.877237,0.999714,0.877237,0.999587,0.817102,0.815261,3519670,optifit_out
0.03,0.03,37094900,40878500000,5033320,11807400,0.758551,0.999877,0.880524,0.999711,0.880524,0.999589,0.817065,0.814999,3523650,optifit_out
0.03,0.03,37094000,40896000000,5041960,11757900,0.759315,0.999877,0.88034,0.999713,0.88034,0.99959,0.817392,0.815361,3525650,optifit_out
0.03,0.03,37076900,40906100000,4952240,11857700,0.757683,0.999879,0.882171,0.99971,0.882171,0.99959,0.817361,0.815202,3527670,optifit_out
0.03,0.03,37054600,40833200000,4900560,11863500,0.757482,0.99988,0.883195,0.99971,0.883195,0.99959,0.817728,0.815523,3529653,optifit_out
0.03,0.03,37063900,40885800000,4925960,11856800,0.757633,0.99988,0.882687,0.99971,0.882687,0.99959,0.817574,0.815393,3531650,optifit_out
0.03,0.03,37113700,40927500000,5046560,11782000,0.759039,0.999877,0.880301,0.999712,0.880301,0.999589,0.817224,0.815185,3535650,optifit_out
