label,cutoff,tp,tn,fp,fn,sensitivity,specificity,ppv,npv,fdr,accuracy,mcc,f1score,sample,type
0.03,0.03,221,83888,11,135,0.620787,0.999869,0.952586,0.998393,0.952586,0.998267,0.768265,0.751701,3317650,optifit_in
0.03,0.03,391,137347,25,312,0.556188,0.999818,0.939904,0.997734,0.939904,0.997559,0.722033,0.698838,3319650,optifit_in
0.03,0.03,457,226564,22,432,0.514061,0.999903,0.954071,0.998097,0.954071,0.998004,0.699557,0.668129,3321660,optifit_in
0.03,0.03,313,162140,10,272,0.535043,0.999938,0.96904,0.998325,0.96904,0.998267,0.71939,0.689427,3323670,optifit_in
0.03,0.03,672,163907,48,398,0.628037,0.999707,0.933333,0.997578,0.933333,0.997297,0.764444,0.750838,3327650,optifit_in
0.03,0.03,521,391858,35,527,0.497137,0.999911,0.93705,0.998657,0.93705,0.99857,0.681976,0.649626,3335650,optifit_in
0.03,0.03,519,225154,28,427,0.548626,0.999876,0.948812,0.998107,0.948812,0.997988,0.720685,0.695244,3337650,optifit_in
0.03,0.03,312,169023,13,305,0.505673,0.999923,0.96,0.998199,0.96,0.998126,0.696032,0.66242,3339680,optifit_in
0.03,0.03,330,106303,14,306,0.518868,0.999868,0.959302,0.99713,0.959302,0.997008,0.704369,0.673469,3341680,optifit_in
0.03,0.03,154,44922,3,71,0.684444,0.999933,0.980892,0.998422,0.980892,0.998361,0.81867,0.806283,3343650,optifit_in
0.03,0.03,553,207261,35,486,0.532243,0.999831,0.940476,0.997661,0.940476,0.997499,0.706511,0.679779,3345650,optifit_in
0.03,0.03,777,97161,58,350,0.689441,0.999403,0.930539,0.996411,0.930539,0.995851,0.799077,0.792049,3347653,optifit_in
0.03,0.03,418,155172,9,362,0.535897,0.999942,0.978923,0.997673,0.978923,0.997621,0.723394,0.692626,3357650,optifit_in
0.03,0.03,326,130211,18,261,0.555366,0.999862,0.947674,0.998,0.947674,0.997867,0.724614,0.700322,3361650,optifit_in
0.03,0.03,728,185743,49,446,0.620102,0.999736,0.936937,0.997605,0.936937,0.997352,0.761094,0.746284,3363660,optifit_in
0.03,0.03,222,109788,15,190,0.538835,0.999863,0.936709,0.998272,0.936709,0.99814,0.709699,0.684129,3365650,optifit_in
0.03,0.03,218,115095,10,117,0.650746,0.999913,0.95614,0.998984,0.95614,0.9989,0.788328,0.774423,3367653,optifit_in
0.03,0.03,348,186387,18,213,0.620321,0.999903,0.95082,0.998859,0.95082,0.998764,0.767472,0.750809,3371650,optifit_in
0.03,0.03,176,133079,7,124,0.586667,0.999947,0.961749,0.999069,0.961749,0.999018,0.750752,0.728778,3373660,optifit_in
0.03,0.03,341,149148,12,377,0.47493,0.99992,0.966006,0.997479,0.966006,0.997405,0.676395,0.636788,3375670,optifit_in
0.03,0.03,1491,426839,83,788,0.654234,0.999806,0.947268,0.998157,0.947268,0.997971,0.78635,0.773942,3377650,optifit_in
0.03,0.03,300,114429,26,205,0.594059,0.999773,0.920245,0.998212,0.920245,0.997991,0.738518,0.722022,3381650,optifit_in
0.03,0.03,262,149969,15,180,0.59276,0.9999,0.945848,0.998801,0.945848,0.998704,0.748235,0.72879,3385670,optifit_in
0.03,0.03,144,102530,2,155,0.481605,0.99998,0.986301,0.998491,0.986301,0.998473,0.688667,0.647191,3387660,optifit_in
0.03,0.03,513,136524,15,498,0.507418,0.99989,0.971591,0.996366,0.971591,0.99627,0.700751,0.666667,3389690,optifit_in
0.03,0.03,350,118680,20,266,0.568182,0.999832,0.945946,0.997764,0.945946,0.997603,0.732147,0.709939,3391652,optifit_in
0.03,0.03,211,36251,9,114,0.649231,0.999752,0.959091,0.996865,0.959091,0.996638,0.787654,0.774312,3399653,optifit_in
0.03,0.03,293,64555,10,122,0.706024,0.999845,0.966997,0.998114,0.966997,0.997969,0.825374,0.816156,3401650,optifit_in
0.03,0.03,465,175132,30,494,0.48488,0.999829,0.939394,0.997187,0.939394,0.997025,0.673772,0.639615,3403653,optifit_in
0.03,0.03,209,30321,9,89,0.701342,0.999703,0.958716,0.997073,0.958716,0.9968,0.818567,0.810078,3405653,optifit_in
0.03,0.03,127,36381,2,75,0.628713,0.999945,0.984496,0.997943,0.984496,0.997895,0.785887,0.767372,3407653,optifit_in
0.03,0.03,263,65947,21,199,0.569264,0.999682,0.926056,0.996992,0.926056,0.996688,0.724682,0.705094,3409650,optifit_in
0.03,0.03,216,75866,10,153,0.585366,0.999868,0.955752,0.997987,0.955752,0.997862,0.747102,0.72605,3411650,optifit_in
0.03,0.03,332,106868,18,198,0.626415,0.999832,0.948571,0.998151,0.948571,0.997989,0.769988,0.754545,3415660,optifit_in
0.03,0.03,225,84253,4,184,0.550122,0.999953,0.982533,0.997821,0.982533,0.99778,0.734349,0.705329,3417653,optifit_in
0.03,0.03,671,259088,46,476,0.585004,0.999822,0.935844,0.998166,0.935844,0.997994,0.739077,0.719957,3419660,optifit_in
0.03,0.03,171,30863,2,89,0.657692,0.999935,0.988439,0.997125,0.988439,0.997076,0.805068,0.789838,3421653,optifit_in
0.03,0.03,285,93309,17,350,0.448819,0.999818,0.943709,0.996263,0.943709,0.996094,0.649389,0.608324,3427670,optifit_in
0.03,0.03,381,33152,20,117,0.76506,0.999397,0.950125,0.996483,0.950125,0.995931,0.850671,0.847608,3429653,optifit_in
0.03,0.03,294,147174,11,217,0.575342,0.999925,0.963934,0.998528,0.963934,0.998456,0.744092,0.720588,3431650,optifit_in
0.03,0.03,835,349204,49,615,0.575862,0.99986,0.94457,0.998242,0.94457,0.998107,0.736748,0.71551,3433650,optifit_in
0.03,0.03,549,235359,40,380,0.590958,0.99983,0.932088,0.998388,0.932088,0.998223,0.741427,0.72332,3435690,optifit_in
0.03,0.03,478,251621,29,277,0.633113,0.999885,0.942801,0.9989,0.942801,0.998788,0.772071,0.757528,3437650,optifit_in
0.03,0.03,170,54611,8,157,0.519878,0.999854,0.955056,0.997133,0.955056,0.996997,0.703479,0.673267,3439680,optifit_in
0.03,0.03,297,182754,12,252,0.540984,0.999934,0.961165,0.998623,0.961165,0.99856,0.720532,0.692308,3441650,optifit_in
0.03,0.03,940,263787,43,586,0.61599,0.999837,0.956256,0.997783,0.956256,0.99763,0.7665,0.749303,3443650,optifit_in
0.03,0.03,97,30957,2,69,0.584337,0.999935,0.979798,0.997776,0.979798,0.997719,0.755758,0.732075,3445670,optifit_in
0.03,0.03,779,350146,44,572,0.57661,0.999874,0.946537,0.998369,0.946537,0.998248,0.738054,0.716651,3447650,optifit_in
0.03,0.03,348,137937,14,302,0.535385,0.999899,0.961326,0.997815,0.961326,0.99772,0.716528,0.687747,3453650,optifit_in
0.03,0.03,675,354563,53,455,0.597345,0.999851,0.927198,0.998718,0.927198,0.998572,0.743608,0.726588,3455650,optifit_in
0.03,0.03,199,111709,3,190,0.511568,0.999973,0.985149,0.998302,0.985149,0.998278,0.709278,0.673435,3477660,optifit_in
0.03,0.03,148,77936,6,120,0.552239,0.999923,0.961039,0.998463,0.961039,0.998389,0.727874,0.701422,3481660,optifit_in
0.03,0.03,83,36691,1,81,0.506098,0.999973,0.988095,0.997797,0.988095,0.997775,0.70635,0.669355,3483651,optifit_in
0.03,0.03,284,165118,14,184,0.606838,0.999915,0.95302,0.998887,0.95302,0.998804,0.759982,0.741514,3485680,optifit_in
0.03,0.03,219,133008,16,143,0.604972,0.99988,0.931915,0.998926,0.931915,0.998808,0.750347,0.733668,3487650,optifit_in
0.03,0.03,159,55633,3,150,0.514563,0.999946,0.981481,0.997311,0.981481,0.997265,0.709646,0.675159,3489670,optifit_in
0.03,0.03,237,142446,9,153,0.607692,0.999937,0.963415,0.998927,0.963415,0.998866,0.764687,0.745283,3491650,optifit_in
0.03,0.03,271,165590,11,304,0.471304,0.999934,0.960993,0.998168,0.960993,0.998104,0.672304,0.632439,3495650,optifit_in
0.03,0.03,512,277568,36,515,0.498539,0.99987,0.934307,0.998148,0.934307,0.998022,0.681722,0.650159,3497650,optifit_in
0.03,0.03,353,175491,13,264,0.572123,0.999926,0.964481,0.998498,0.964481,0.998427,0.742207,0.71821,3499660,optifit_in
0.03,0.03,571,200867,19,473,0.546935,0.999905,0.967797,0.997651,0.967797,0.997564,0.726599,0.698898,3501650,optifit_in
0.03,0.03,402,208839,23,364,0.524804,0.99989,0.945882,0.99826,0.945882,0.998154,0.703837,0.675063,3503650,optifit_in
0.03,0.03,205,40380,5,165,0.554054,0.999876,0.97619,0.99593,0.97619,0.995829,0.733817,0.706897,3509661,optifit_in
0.03,0.03,139,57340,5,146,0.487719,0.999913,0.965278,0.99746,0.965278,0.99738,0.685173,0.648019,3511650,optifit_in
0.03,0.03,512,353144,37,368,0.581818,0.999895,0.932605,0.998959,0.932605,0.998856,0.736141,0.716585,3515660,optifit_in
0.03,0.03,696,241996,56,505,0.579517,0.999769,0.925532,0.997918,0.925532,0.997694,0.731397,0.71275,3517653,optifit_in
0.03,0.03,199,94955,10,102,0.66113,0.999895,0.952153,0.998927,0.952153,0.998824,0.792898,0.780392,3519670,optifit_in
0.03,0.03,293,98263,13,221,0.570039,0.999868,0.957516,0.997756,0.957516,0.997631,0.737846,0.714634,3523650,optifit_in
0.03,0.03,672,106842,22,344,0.661417,0.999794,0.9683,0.996791,0.9683,0.996607,0.79883,0.785965,3525650,optifit_in
0.03,0.03,313,131214,12,302,0.508943,0.999909,0.963077,0.997704,0.963077,0.997618,0.69921,0.665957,3527670,optifit_in
0.03,0.03,631,259084,46,520,0.548219,0.999822,0.932053,0.997997,0.932053,0.997825,0.713937,0.690372,3529653,optifit_in
0.03,0.03,257,120771,10,240,0.517103,0.999917,0.962547,0.998017,0.962547,0.997939,0.70472,0.672775,3531650,optifit_in
0.03,0.03,303,38894,18,125,0.707944,0.999537,0.943925,0.996796,0.943925,0.996365,0.815808,0.809079,3535650,optifit_in
0.03,0.03,308,130263,10,235,0.567219,0.999923,0.968553,0.998199,0.968553,0.998127,0.740464,0.715447,3537650,optifit_in
0.03,0.03,391,168969,24,269,0.592424,0.999858,0.942169,0.998411,0.942169,0.998273,0.746384,0.727442,3551650,optifit_in
0.03,0.03,322,268407,5,277,0.537563,0.999981,0.984709,0.998969,0.984709,0.998952,0.727166,0.695464,3561650,optifit_in
0.03,0.03,36964900,40870500000,4845130,11907300,0.756358,0.999881,0.884116,0.999709,0.884116,0.999591,0.817547,0.815262,2003650,optifit_out
0.03,0.03,37072500,40706300000,5060560,11709800,0.759957,0.999876,0.879891,0.999712,0.879891,0.999589,0.817528,0.815538,2005650,optifit_out
0.03,0.03,37204900,40743200000,5197040,11672600,0.761187,0.999872,0.877434,0.999714,0.877434,0.999587,0.817044,0.815187,2007660,optifit_out
0.03,0.03,36960000,40788400000,4825100,11945800,0.755738,0.999882,0.884526,0.999707,0.884526,0.999589,0.817401,0.815076,2009650,optifit_out
0.03,0.03,36989400,40936200000,4866500,11971600,0.755487,0.999881,0.883732,0.999708,0.883732,0.999589,0.816898,0.814593,2013660,optifit_out
0.03,0.03,36740400,40770000000,4800850,11971900,0.754232,0.999882,0.884432,0.999706,0.884432,0.999589,0.816542,0.814159,2015650,optifit_out
0.03,0.03,37005600,40777800000,4873280,11885000,0.756907,0.999881,0.883634,0.999709,0.883634,0.99959,0.81762,0.815376,2017660,optifit_out
0.03,0.03,37062700,40930100000,4875620,11918500,0.756671,0.999881,0.883743,0.999709,0.883743,0.99959,0.817544,0.815285,2019651,optifit_out
0.03,0.03,37059400,40847500000,4913950,11860400,0.757555,0.99988,0.882927,0.99971,0.882927,0.99959,0.817643,0.81545,2023680,optifit_out
0.03,0.03,37038200,40956200000,4839720,11964600,0.755839,0.999882,0.884433,0.999708,0.884433,0.99959,0.817412,0.815095,2025653,optifit_out
0.03,0.03,37120000,40969000000,4893320,11916500,0.756987,0.999881,0.883529,0.999709,0.883529,0.99959,0.817615,0.815378,2027653,optifit_out
0.03,0.03,37127000,40849400000,5077730,11711600,0.760197,0.999876,0.879688,0.999713,0.879688,0.99959,0.817563,0.815589,2029650,optifit_out
0.03,0.03,37014300,40674100000,4926300,11833000,0.757755,0.999879,0.882541,0.999709,0.882541,0.999589,0.817571,0.815402,2031650,optifit_out
0.03,0.03,37132700,40820800000,5064420,11738500,0.759807,0.999876,0.879982,0.999713,0.879982,0.999589,0.817489,0.815491,2033650,optifit_out
0.03,0.03,37297100,40833700000,5269650,11605200,0.762686,0.999871,0.876203,0.999716,0.876203,0.999587,0.817275,0.815513,2035650,optifit_out
0.03,0.03,37069500,40928400000,4933710,11877700,0.757337,0.999879,0.88254,0.99971,0.88254,0.99959,0.817345,0.815159,2037653,optifit_out
0.03,0.03,37094700,40884000000,5053680,11786300,0.758878,0.999876,0.880098,0.999712,0.880098,0.999589,0.817043,0.815005,2039650,optifit_out
0.03,0.03,37094100,40805900000,5195510,11649900,0.760998,0.999873,0.877144,0.999715,0.877144,0.999588,0.816809,0.814954,2041650,optifit_out
0.03,0.03,36965000,40655000000,4980650,11783300,0.758283,0.999878,0.881259,0.99971,0.881259,0.999588,0.817261,0.815159,2043650,optifit_out
0.03,0.03,37193000,40974900000,5040930,11848700,0.758395,0.999877,0.880643,0.999711,0.880643,0.999588,0.817036,0.81496,2045653,optifit_out
0.03,0.03,37203300,40966200000,5194720,11796000,0.759262,0.999873,0.877477,0.999712,0.877477,0.999586,0.81603,0.8141,2049653,optifit_out
0.03,0.03,37060300,40955600000,4879850,11917800,0.75667,0.999881,0.883647,0.999709,0.883647,0.99959,0.817499,0.815244,2051660,optifit_out
0.03,0.03,37027400,40865500000,4888960,11906300,0.756685,0.99988,0.883364,0.999709,0.883364,0.99959,0.817375,0.815132,2055690,optifit_out
0.03,0.03,37102600,40609200000,5173740,11664200,0.760817,0.999873,0.877621,0.999713,0.877621,0.999586,0.816933,0.815056,2057650,optifit_out
0.03,0.03,37291100,40904900000,5258290,11616700,0.762477,0.999871,0.876419,0.999716,0.876419,0.999588,0.817264,0.815487,2059653,optifit_out
0.03,0.03,36908800,40845300000,4898170,11844200,0.757056,0.99988,0.882839,0.99971,0.882839,0.999591,0.817333,0.815124,2061650,optifit_out
0.03,0.03,36828500,40808500000,4862640,11910000,0.755635,0.999881,0.883365,0.999708,0.883365,0.99959,0.816808,0.814523,2063650,optifit_out
0.03,0.03,37062400,40871500000,4885360,11898300,0.756982,0.99988,0.883537,0.999709,0.883537,0.99959,0.817616,0.815378,2065651,optifit_out
0.03,0.03,36897000,40740400000,4903230,11856900,0.756801,0.99988,0.882699,0.999709,0.882699,0.999589,0.817129,0.814916,2067650,optifit_out
0.03,0.03,37005100,40846400000,4869790,11909300,0.756528,0.999881,0.883706,0.999709,0.883706,0.99959,0.817449,0.815186,2071650,optifit_out
0.03,0.03,37123200,40927500000,5028190,11805800,0.758715,0.999877,0.880711,0.999712,0.880711,0.999589,0.81724,0.815174,2073650,optifit_out
0.03,0.03,36963600,40777200000,4909320,11851500,0.757217,0.99988,0.882757,0.999709,0.882757,0.99959,0.817381,0.815182,2075650,optifit_out
0.03,0.03,37335700,40964400000,5267120,11667500,0.761904,0.999871,0.876367,0.999715,0.876367,0.999587,0.816932,0.815137,2077653,optifit_out
0.03,0.03,37331100,40934300000,5247330,11654600,0.762081,0.999872,0.876761,0.999715,0.876761,0.999588,0.817211,0.815409,2081660,optifit_out
0.03,0.03,37000900,40900200000,4880600,11892100,0.756773,0.999881,0.883466,0.999709,0.883466,0.99959,0.817471,0.815227,2083650,optifit_out
0.03,0.03,37156500,40937200000,5032510,11794000,0.759062,0.999877,0.880715,0.999712,0.880715,0.99959,0.817429,0.815376,2085653,optifit_out
0.03,0.03,37120400,40871400000,5045710,11753200,0.759518,0.999877,0.880337,0.999713,0.880337,0.99959,0.817499,0.815477,2087650,optifit_out
0.03,0.03,37166800,40949500000,5042950,11798500,0.759044,0.999877,0.880527,0.999712,0.880527,0.999589,0.817332,0.815285,2093650,optifit_out
0.03,0.03,37097100,40937500000,4887840,11905000,0.757051,0.999881,0.883581,0.999709,0.883581,0.99959,0.817674,0.815437,2097653,optifit_out
0.03,0.03,36892200,40785900000,4848590,11894300,0.756196,0.999881,0.88384,0.999708,0.88384,0.99959,0.817332,0.815051,2103650,optifit_out
0.03,0.03,37307400,40952100000,5245850,11654000,0.761976,0.999872,0.876723,0.999716,0.876723,0.999588,0.817137,0.815332,2105652,optifit_out
0.03,0.03,37204200,40949400000,5066800,11813300,0.758998,0.999876,0.880135,0.999712,0.880135,0.999588,0.817125,0.815091,2107650,optifit_out
0.03,0.03,37157000,40947200000,5036190,11802700,0.75893,0.999877,0.88064,0.999712,0.88064,0.999589,0.817323,0.815267,2109653,optifit_out
0.03,0.03,37092300,40888900000,4930890,11850000,0.757879,0.999879,0.882663,0.99971,0.882663,0.99959,0.817695,0.81552500000000006,2113670,optifit_out
0.03,0.03,36877800,40820200000,4792720,11977600,0.754836,0.999883,0.884985,0.999707,0.884985,0.99959,0.817125,0.814746,2115650,optifit_out
0.03,0.03,37032500,40931300000,4916780,11877100,0.757162,0.99988,0.882792,0.99971,0.882792,0.99959,0.817369,0.815165,2117651,optifit_out
0.03,0.03,37040800,40897000000,4908990,11876300,0.757216,0.99988,0.882979,0.99971,0.882979,0.99959,0.817484,0.815276,2119650,optifit_out
0.03,0.03,37084000,40957000000,4922700,11889700,0.757223,0.99988,0.882812,0.99971,0.882812,0.99959,0.81741,0.815209,2123652,optifit_out
0.03,0.03,37157000,40861300000,5034770,11776100,0.759342,0.999877,0.880669,0.999712,0.880669,0.999589,0.817559,0.815518,2125650,optifit_out
0.03,0.03,36837000,40797100000,4885590,11842300,0.756728,0.99988,0.882903,0.99971,0.882903,0.999591,0.817185,0.814961,2127650,optifit_out
0.03,0.03,37102700,40844500000,5023340,11784800,0.75894,0.999877,0.880754,0.999712,0.880754,0.999589,0.817382,0.815322,2129660,optifit_out
0.03,0.03,36957100,40785700000,5102480,11765300,0.758524,0.999875,0.878684,0.999712,0.878684,0.999587,0.816195,0.814195,2131650,optifit_out
0.03,0.03,37142000,40883100000,5044720,11768600,0.759385,0.999877,0.880419,0.999712,0.880419,0.999589,0.817466,0.815435,2133650,optifit_out
0.03,0.03,37037100,40880700000,4895220,11874100,0.757231,0.99988,0.883259,0.99971,0.883259,0.99959,0.817622,0.815404,2137650,optifit_out
0.03,0.03,36865600,40662900000,4869920,11813400,0.757321,0.99988,0.883315,0.99971,0.883315,0.99959,0.817696,0.81548,2139650,optifit_out
0.03,0.03,36935600,40833300000,4891850,11852300,0.757065,0.99988,0.883047,0.99971,0.883047,0.99959,0.817434,0.815217,2143653,optifit_out
0.03,0.03,37156500,40692100000,5175470,11655200,0.761221,0.999873,0.877741,0.999714,0.877741,0.999587,0.817206,0.815339,2145660,optifit_out
0.03,0.03,36984600,40829800000,4890980,11884400,0.75681,0.99988,0.883202,0.999709,0.883202,0.99959,0.817368,0.815136,2147680,optifit_out
0.03,0.03,37018500,40760000000,5004630,11775100,0.758675,0.999877,0.880908,0.999711,0.880908,0.999589,0.81731,0.815235,2149650,optifit_out
0.03,0.03,37024700,40862600000,4894710,11886600,0.756977,0.99988,0.883235,0.999709,0.883235,0.99959,0.817474,0.815247,2151650,optifit_out
0.03,0.03,37043600,40952700000,4876220,11946800,0.75614,0.999881,0.883677,0.999708,0.883677,0.99959,0.817226,0.814949,2153660,optifit_out
0.03,0.03,37016600,40746900000,4992290,11782600,0.758549,0.999877,0.881161,0.999711,0.881161,0.999589,0.81736,0.815271,2155650,optifit_out
0.03,0.03,36966900,40776400000,4890360,11854600,0.757185,0.99988,0.883166,0.999709,0.883166,0.99959,0.817554,0.815338,2157660,optifit_out
0.03,0.03,37006900,40633600000,4897310,11827900,0.757798,0.999879,0.883131,0.999709,0.883131,0.999589,0.817868,0.815678,2159650,optifit_out
0.03,0.03,37210600,40964600000,5033870,11828900,0.758789,0.999877,0.88084,0.999711,0.88084,0.999589,0.81734,0.815272,2161653,optifit_out
0.03,0.03,37324600,40957500000,5209530,11704900,0.761269,0.999873,0.877521,0.999714,0.877521,0.999588,0.817129,0.815272,2163653,optifit_out
0.03,0.03,37246500,40963900000,5076930,11797700,0.759448,0.999876,0.880045,0.999712,0.880045,0.999589,0.817325,0.815311,2165652,optifit_out
0.03,0.03,37245500,40869800000,5238140,11653200,0.761687,0.999872,0.876702,0.999715,0.876702,0.999587,0.816972,0.815158,2167670,optifit_out
0.03,0.03,37128900,40923200000,4936660,11868100,0.757779,0.999879,0.882644,0.99971,0.882644,0.99959,0.817632,0.815459,2169653,optifit_out
0.03,0.03,37041100,40887200000,4919620,11849900,0.757625,0.99988,0.882756,0.99971,0.882756,0.99959,0.817602,0.815418,2171690,optifit_out
0.03,0.03,36866000,40828200000,4766880,11970800,0.754882,0.999883,0.885502,0.999707,0.885502,0.999591,0.817389,0.814991,2173650,optifit_out
0.03,0.03,37110900,40951200000,4909330,11907100,0.757088,0.99988,0.883168,0.999709,0.883168,0.99959,0.817502,0.815282,2177653,optifit_out
0.03,0.03,37051400,40879800000,4880470,11888700,0.757077,0.999881,0.88361,0.999709,0.88361,0.99959,0.817701,0.815464,2179650,optifit_out
0.03,0.03,36829700,40761700000,4824750,11927800,0.755365,0.999882,0.884172,0.999707,0.884172,0.99959,0.817036,0.814709,2181650,optifit_out
0.03,0.03,36829300,40526400000,4992060,11660200,0.759532,0.999877,0.880634,0.999712,0.880634,0.99959,0.817644,0.815612,2183650,optifit_out
0.03,0.03,37001100,40866400000,4882660,11878700,0.756982,0.999881,0.883424,0.999709,0.883424,0.99959,0.817564,0.81533,2185670,optifit_out
0.03,0.03,37194200,40850400000,5084160,11773300,0.759568,0.999876,0.879746,0.999712,0.879746,0.999588,0.817251,0.815252,2187680,optifit_out
0.03,0.03,37145000,40928300000,5041870,11780000,0.759223,0.999877,0.880487,0.999712,0.880487,0.99959,0.81741,0.815371,2189650,optifit_out
0.03,0.03,36821500,40807900000,4825680,12020000,0.753898,0.999882,0.884129,0.999706,0.884129,0.999588,0.816221,0.813837,2193650,optifit_out
0.03,0.03,37009000,40817500000,4925450,11834900,0.7577,0.999879,0.882544,0.99971,0.882544,0.99959,0.817544,0.815371,2195651,optifit_out
0.03,0.03,37066700,40695100000,4925360,11865900,0.757505,0.999879,0.882707,0.999709,0.882707,0.999588,0.817513,0.815328,2197670,optifit_out
0.03,0.03,37008300,40867000000,4873440,11894600,0.756771,0.999881,0.883638,0.999709,0.883638,0.99959,0.817549,0.815299,2199650,optifit_out
0.03,0.03,36869400,40835400000,4901270,11864200,0.75655,0.99988,0.882663,0.99971,0.882663,0.99959,0.816978,0.814755,2201650,optifit_out
0.03,0.03,37177000,40935100000,5014770,11817800,0.758795,0.999878,0.881143,0.999711,0.881143,0.999589,0.817484,0.815405,2203653,optifit_out
0.03,0.03,37054600,40806900000,4903830,11867200,0.757425,0.99988,0.883127,0.999709,0.883127,0.99959,0.817665,0.81546,2205670,optifit_out
0.03,0.03,37058400,40921000000,4850300,11938300,0.756345,0.999881,0.884265,0.999708,0.884265,0.99959,0.817609,0.815318,2207653,optifit_out
0.03,0.03,36892000,40849100000,4844900,11920900,0.755784,0.999881,0.883918,0.999708,0.883918,0.99959,0.817145,0.814844,2215650,optifit_out
0.03,0.03,37032400,40867200000,4862880,11929600,0.756349,0.999881,0.883928,0.999708,0.883928,0.99959,0.817455,0.815177,2219650,optifit_out
0.03,0.03,37078900,40765700000,5047140,11717100,0.759876,0.999876,0.88019,0.999713,0.88019,0.999589,0.817623,0.81562,2221650,optifit_out
0.03,0.03,36977000,40873900000,4887510,11872700,0.756955,0.99988,0.883254,0.99971,0.883254,0.99959,0.81747,0.815242,2223650,optifit_out
0.03,0.03,37077300,40882300000,4899810,11899900,0.757032,0.99988,0.883274,0.999709,0.883274,0.99959,0.817521,0.815296,2225650,optifit_out
0.03,0.03,36607600,39998800000,4788550,11754500,0.756948,0.99988,0.884324,0.999706,0.884324,0.999587,0.81796,0.815693,2227660,optifit_out
0.03,0.03,37253500,40939600000,5199370,11700400,0.760991,0.999873,0.877526,0.999714,0.877526,0.999588,0.816983,0.815115,2229653,optifit_out
0.03,0.03,37219900,40917000000,5102690,11776000,0.759654,0.999875,0.879434,0.999712,0.879434,0.999588,0.817152,0.815167,2231653,optifit_out
0.03,0.03,37000500,40773800000,5034040,11716800,0.759494,0.999877,0.88024,0.999713,0.88024,0.99959,0.817442,0.815422,2239650,optifit_out
0.03,0.03,37132200,40904800000,4988480,11832300,0.758349,0.999878,0.881567,0.999711,0.881567,0.999589,0.817441,0.815329,2241650,optifit_out
0.03,0.03,37141000,40882500000,5139240,11716200,0.760195,0.999874,0.878448,0.999713,0.878448,0.999588,0.816985,0.815055,2243651,optifit_out
0.03,0.03,37002100,40848900000,4894430,11912600,0.756462,0.99988,0.883178,0.999708,0.883178,0.999589,0.817169,0.814924,2253660,optifit_out
0.03,0.03,37057300,40959300000,4879010,11922300,0.756586,0.999881,0.883657,0.999709,0.883657,0.99959,0.817457,0.815199,2255653,optifit_out
0.03,0.03,37038100,40939300000,4855370,11955700,0.755975,0.999881,0.884102,0.999708,0.884102,0.99959,0.817333,0.815034,2257660,optifit_out
0.03,0.03,37207100,40920200000,5165330,11726000,0.760367,0.999874,0.878097,0.999714,0.878097,0.999588,0.816913,0.815002,2261650,optifit_out
0.03,0.03,37185200,40937100000,5077380,11758400,0.759756,0.999876,0.879861,0.999713,0.879861,0.999589,0.817406,0.81541,2265651,optifit_out
0.03,0.03,36802900,40964000000,4761110,12224200,0.750664,0.999884,0.885451,0.999702,0.885451,0.999586,0.815076,0.812506,2267653,optifit_out
0.03,0.03,36995800,40895000000,4825820,11958800,0.755717,0.999882,0.884609,0.999708,0.884609,0.99959,0.817428,0.815099,2271650,optifit_out
0.03,0.03,36870400,40716100000,5127070,11706800,0.759006,0.999874,0.87792,0.999713,0.87792,0.999587,0.816099,0.814143,2277650,optifit_out
0.03,0.03,36989200,40875000000,4861060,11911900,0.756409,0.999881,0.883846,0.999709,0.883846,0.99959,0.817449,0.815177,2279650,optifit_out
0.03,0.03,37064300,40931600000,4851560,11950900,0.756179,0.999881,0.884255,0.999708,0.884255,0.99959,0.817514,0.815217,2281651,optifit_out
0.03,0.03,36986100,40911000000,4826590,11964700,0.755578,0.999882,0.884566,0.999708,0.884566,0.99959,0.817333,0.815,2283670,optifit_out
0.03,0.03,36946900,40958200000,4816020,12064800,0.753838,0.999882,0.884682,0.999706,0.884682,0.999588,0.816444,0.814036,2285653,optifit_out
0.03,0.03,37045800,40903200000,4837060,11962800,0.755904,0.999882,0.88451,0.999708,0.88451,0.99959,0.817483,0.815166,2287660,optifit_out
0.03,0.03,37043300,40811200000,4911520,11868500,0.757349,0.99988,0.882933,0.999709,0.882933,0.999589,0.817534,0.815333,2289650,optifit_out
0.03,0.03,37007100,40927000000,4825540,11983700,0.755388,0.999882,0.884647,0.999707,0.884647,0.99959,0.817268,0.814924,2291653,optifit_out
0.03,0.03,37167200,40911700000,5045840,11764700,0.759569,0.999877,0.880467,0.999713,0.880467,0.99959,0.817587,0.815562,2293650,optifit_out
0.03,0.03,37118400,40797900000,5055660,11772600,0.759207,0.999876,0.880124,0.999712,0.880124,0.999588,0.817232,0.815206,2295650,optifit_out
0.03,0.03,37116300,40834800000,5063730,11748400,0.759573,0.999876,0.87995,0.999712,0.87995,0.999589,0.817348,0.815342,2297650,optifit_out
0.03,0.03,36949000,40850100000,4912560,11878300,0.756728,0.99988,0.882647,0.999709,0.882647,0.99959,0.817067,0.814852,2301650,optifit_out
0.03,0.03,37060900,40903200000,4894940,11895500,0.757019,0.99988,0.883331,0.999709,0.883331,0.99959,0.817541,0.815312,2305651,optifit_out
