"","cv_metric_AUC","Accuracy","Kappa","Mean_F1","Mean_Sensitivity","Mean_Specificity","Mean_Pos_Pred_Value","Mean_Neg_Pred_Value","Mean_Precision","Mean_Recall","Mean_Detection_Rate","Mean_Balanced_Accuracy","method","seed","split","algorithm"
"135",0.68435003790087,0.591836734693878,0.0540540540540543,NA,NA,0.761904761904762,NA,NA,NA,NA,0.147959183673469,NA,"rf",2021,"split_35","optifit"
"136",0.686849870710662,0.581632653061224,0,NA,NA,0.75,NA,NA,NA,NA,0.145408163265306,NA,"rf",2021,"split_36","optifit"
"137",0.673150904875868,0.520408163265306,0,NA,NA,0.75,NA,NA,NA,NA,0.130102040816327,NA,"rf",2021,"split_37","optifit"
"138",0.720627120606041,0.530612244897959,0.042480883602379,NA,NA,0.760416666666667,NA,NA,NA,NA,0.13265306122449,NA,"rf",2021,"split_38","optifit"
"139",0.699480887995014,0.571428571428571,-0.020327218641547,NA,NA,0.745614035087719,NA,NA,NA,NA,0.142857142857143,NA,"rf",2021,"split_39","optifit"
"140",0.702820629843205,0.602040816326531,0.0562962962962966,NA,NA,0.76219512195122,NA,NA,NA,NA,0.150510204081633,NA,"rf",2021,"split_40","optifit"
"141",0.695452995747492,0.551020408163265,0,NA,NA,0.75,NA,NA,NA,NA,0.137755102040816,NA,"rf",2021,"split_41","optifit"
"142",0.710796039626202,0.489795918367347,0,NA,NA,0.75,NA,NA,NA,NA,0.122448979591837,NA,"rf",2021,"split_42","optifit"
"143",0.710268048981529,0.438775510204082,-0.0614415124064592,NA,NA,0.733695652173913,NA,NA,NA,NA,0.10969387755102,NA,"rf",2021,"split_43","optifit"
"144",0.695307482373726,0.571428571428571,0.0260293421675342,NA,NA,0.755813953488372,NA,NA,NA,NA,0.142857142857143,NA,"rf",2021,"split_44","optifit"
"145",0.696369545675544,0.520408163265306,0,NA,NA,0.75,NA,NA,NA,NA,0.130102040816327,NA,"rf",2021,"split_45","optifit"
"146",0.706497416426602,0.663265306122449,0.103161397670549,NA,NA,0.770833333333333,NA,NA,NA,NA,0.165816326530612,NA,"rf",2021,"split_46","optifit"
"147",0.698935351189262,0.489795918367347,0.0188225871045254,NA,NA,0.754901960784314,NA,NA,NA,NA,0.122448979591837,NA,"rf",2021,"split_47","optifit"
"148",0.70537963970826,0.561224489795918,0.0294795025333948,NA,NA,0.756734006734007,NA,NA,NA,NA,0.14030612244898,NA,"rf",2021,"split_48","optifit"
